Condition,df,mse,p_value,se,t,theta,Source,Detector,Chroma,Significant,ch_name,subject,run,day,group,good
A,5.0,1.9109883453397975e-14,0.020213523424883553,1.3160264603827828e-08,-3.3552039588103786,-4.415537189775522e-08,2,3,hbo,True,S2_D3 hbo,201,1,1,trained,True
AV,5.0,1.9109883453397975e-14,0.00021526199551455936,1.3248622995425253e-08,-9.529796074862686,-1.262566754191391e-07,2,3,hbo,True,S2_D3 hbo,201,1,1,trained,True
V,5.0,1.9109883453397975e-14,0.011052448898319866,1.3166579542914782e-08,-3.9316093347874443,-5.176584703814516e-08,2,3,hbo,True,S2_D3 hbo,201,1,1,trained,True
W,5.0,1.9109883453397975e-14,0.08055006783360856,1.2901382496611553e-08,2.185522300878763,2.8196259158511482e-08,2,3,hbo,False,S2_D3 hbo,201,1,1,trained,True
constant,5.0,1.9109883453397975e-14,0.00413440819221347,2.8076696879851888e-09,4.991587911632129,1.4014730074402818e-08,2,3,hbo,True,S2_D3 hbo,201,1,1,trained,True
A,5.0,2.6866596815303213e-15,0.03269543051764101,4.9344861140601695e-09,2.928345931946268,1.4449882338353446e-08,2,3,hbr,True,S2_D3 hbr,201,1,1,trained,True
AV,5.0,2.6866596815303213e-15,0.0007834943164162719,4.967616394455243e-09,-7.242391495822059,-3.597742272970889e-08,2,3,hbr,True,S2_D3 hbr,201,1,1,trained,True
V,5.0,2.6866596815303213e-15,0.000313433560133789,4.9368539220164505e-09,-8.806243258886406,-4.3475136570864275e-08,2,3,hbr,True,S2_D3 hbr,201,1,1,trained,True
W,5.0,2.6866596815303213e-15,6.355001859625206e-05,4.837417384692388e-09,12.273164913975963,5.937042132006397e-08,2,3,hbr,True,S2_D3 hbr,201,1,1,trained,True
constant,5.0,2.6866596815303213e-15,0.4577317420929908,1.0527453288591806e-09,-0.8043225556915559,-8.467468134003636e-10,2,3,hbr,False,S2_D3 hbr,201,1,1,trained,True
A,5.0,3.521607548349733e-14,0.16085029903029352,1.7865125863850474e-08,-1.6451885029286373,-2.939149967457984e-08,3,2,hbo,False,S3_D2 hbo,201,1,1,trained,True
AV,5.0,3.521607548349733e-14,0.007537133965255931,1.7985072828029007e-08,-4.32468488211146,-7.777977256305065e-08,3,2,hbo,True,S3_D2 hbo,201,1,1,trained,True
V,5.0,3.521607548349733e-14,0.000266388199172687,1.7873698425649737e-08,9.113100331185672,1.6288480704230144e-07,3,2,hbo,True,S3_D2 hbo,201,1,1,trained,True
W,5.0,3.521607548349733e-14,0.017991306265337084,1.751369209192066e-08,3.462631565823996,6.064346307160657e-08,3,2,hbo,True,S3_D2 hbo,201,1,1,trained,True
constant,5.0,3.521607548349733e-14,0.06328976866692057,3.811425823868595e-09,-2.3784065602863995,-9.06512018353406e-09,3,2,hbo,False,S3_D2 hbo,201,1,1,trained,True
A,5.0,1.2038872557593232e-14,9.355838524861242e-06,1.0445482618773845e-08,-18.139974256090127,-1.8948078579699444e-07,3,2,hbr,True,S3_D2 hbr,201,1,1,trained,True
AV,5.0,1.2038872557593232e-14,0.004333798227198377,1.05156138867565e-08,-4.936866373621874,-5.191418059551938e-08,3,2,hbr,True,S3_D2 hbr,201,1,1,trained,True
V,5.0,1.2038872557593232e-14,6.15549507682639e-06,1.0450494872589182e-08,-19.74401981407447,-2.0633477783128442e-07,3,2,hbr,True,S3_D2 hbr,201,1,1,trained,True
W,5.0,1.2038872557593232e-14,0.00045481700322333777,1.0240004337550485e-08,-8.138260728584388,-8.33358251608209e-08,3,2,hbr,True,S3_D2 hbr,201,1,1,trained,True
constant,5.0,1.2038872557593232e-14,3.047102254586948e-05,2.2284859619446564e-09,14.268078429268547,3.179621248355032e-08,3,2,hbr,True,S3_D2 hbr,201,1,1,trained,True
A,5.0,2.721519855094149e-14,0.00022794031848997763,1.570512349478545e-08,-9.416226357247876,-1.478829977954316e-07,3,3,hbo,True,S3_D3 hbo,201,1,1,trained,True
AV,5.0,2.721519855094149e-14,0.1126732857972227,1.5810568141501334e-08,-1.9217658399011355,-3.0384209763766445e-08,3,3,hbo,False,S3_D3 hbo,201,1,1,trained,True
V,5.0,2.721519855094149e-14,0.0032974098237376287,1.5712659581726575e-08,5.260536601681433,8.265702083943312e-08,3,3,hbo,True,S3_D3 hbo,201,1,1,trained,True
W,5.0,2.721519855094149e-14,0.008008244026352081,1.5396180203231926e-08,4.26086590418501,6.560105928263915e-08,3,3,hbo,True,S3_D3 hbo,201,1,1,trained,True
constant,5.0,2.721519855094149e-14,0.5064096087303266,3.350601261432661e-09,0.7153278338317494,2.3967783423745524e-09,3,3,hbo,False,S3_D3 hbo,201,1,1,trained,True
A,5.0,4.690410311871104e-15,8.984990806991641e-05,6.519901283127378e-09,-11.427728235408367,-7.450765998526997e-08,3,3,hbr,True,S3_D3 hbr,201,1,1,trained,True
AV,5.0,4.690410311871104e-15,5.7340597545019274e-05,6.563676086149466e-09,-12.535312662078613,-8.2277731952492e-08,3,3,hbr,True,S3_D3 hbr,201,1,1,trained,True
V,5.0,4.690410311871104e-15,1.0841906011933776e-05,6.52302985088003e-09,-17.60599313419178,-1.1484441876872185e-07,3,3,hbr,True,S3_D3 hbr,201,1,1,trained,True
W,5.0,4.690410311871104e-15,0.3379714265426171,6.391645063831667e-09,1.0592009688200463,6.770036643964369e-09,3,3,hbr,False,S3_D3 hbr,201,1,1,trained,True
constant,5.0,4.690410311871104e-15,9.797148997618013e-05,1.390984889161577e-09,11.225183077784148,1.5614060039269992e-08,3,3,hbr,True,S3_D3 hbr,201,1,1,trained,True
A,5.0,8.416971616125884e-14,0.2158934696688516,2.761935508432778e-08,1.4161811999950205,3.9114011426411886e-08,3,4,hbo,False,S3_D4 hbo,201,1,1,trained,True
AV,5.0,8.416971616125884e-14,0.0002238869948093874,2.780479222147315e-08,-9.451700077741313,-2.628025568012788e-07,3,4,hbo,True,S3_D4 hbo,201,1,1,trained,True
V,5.0,8.416971616125884e-14,0.009061771538229067,2.7632608202728433e-08,4.132628278795022,1.1419529807545881e-07,3,4,hbo,True,S3_D4 hbo,201,1,1,trained,True
W,5.0,8.416971616125884e-14,0.4534775497864077,2.7076041020406473e-08,-0.8124226066981833,-2.1997187824865567e-08,3,4,hbo,False,S3_D4 hbo,201,1,1,trained,True
constant,5.0,8.416971616125884e-14,0.9924490392583585,5.892436695339049e-09,0.0099459655678856,5.86059724827878e-11,3,4,hbo,False,S3_D4 hbo,201,1,1,trained,True
A,5.0,2.683874346833215e-14,0.0001315312796725921,1.5596124443775665e-08,-10.560544814484647,-1.6470357112077234e-07,3,4,hbr,True,S3_D4 hbr,201,1,1,trained,True
AV,5.0,2.683874346833215e-14,0.5486256215150798,1.5700837267756763e-08,-0.6428683364944433,-1.0093571135892751e-08,3,4,hbr,False,S3_D4 hbr,201,1,1,trained,True
V,5.0,2.683874346833215e-14,2.457450062952114e-05,1.560360822763715e-08,-14.908071573370322,-2.3261970826044466e-07,3,4,hbr,True,S3_D4 hbr,201,1,1,trained,True
W,5.0,2.683874346833215e-14,0.0006285512030892473,1.528932532673986e-08,-7.594480785264768,-1.1611448741358783e-07,3,4,hbr,True,S3_D4 hbr,201,1,1,trained,True
constant,5.0,2.683874346833215e-14,0.00020209517231113615,3.327346916573188e-09,9.656498950100179,3.213052200650806e-08,3,4,hbr,True,S3_D4 hbr,201,1,1,trained,True
A,5.0,4.173012824544554e-14,0.43259162765479625,1.9447351410466103e-08,-0.8530393447957367,-1.658935590519645e-08,3,6,hbo,False,S3_D6 hbo,201,1,1,trained,True
AV,5.0,4.173012824544554e-14,0.00036280590329080425,1.9577921482055612e-08,-8.538190676362676,-1.6716002666064775e-07,3,6,hbo,True,S3_D6 hbo,201,1,1,trained,True
V,5.0,4.173012824544554e-14,0.0024711156744668034,1.9456683201524767e-08,5.618952874480177,1.0932618600305777e-07,3,6,hbo,True,S3_D6 hbo,201,1,1,trained,True
W,5.0,4.173012824544554e-14,0.004011345660056109,1.9064792893257218e-08,5.026923093750705,9.583724767268904e-08,3,6,hbo,True,S3_D6 hbo,201,1,1,trained,True
constant,5.0,4.173012824544554e-14,0.4146846615497078,4.148984895856887e-09,-0.8890747427006097,-3.688757678752678e-09,3,6,hbo,False,S3_D6 hbo,201,1,1,trained,True
A,5.0,1.5235405431459925e-14,0.0009439359496101605,1.1750669463428664e-08,-6.955662738697274,-8.173369374151864e-08,3,6,hbr,True,S3_D6 hbr,201,1,1,trained,True
AV,5.0,1.5235405431459925e-14,0.5691039537261857,1.182956379308215e-08,-0.6090434222733834,-7.20471801654006e-09,3,6,hbr,False,S3_D6 hbr,201,1,1,trained,True
V,5.0,1.5235405431459925e-14,8.786205753399118e-05,1.1756308009774524e-08,-11.480647165966516,-1.3497002423464735e-07,3,6,hbr,True,S3_D6 hbr,201,1,1,trained,True
W,5.0,1.5235405431459925e-14,0.3718702704974916,1.1519516202953218e-08,-0.9804964700090141,-1.129484497320727e-08,3,6,hbr,False,S3_D6 hbr,201,1,1,trained,True
constant,5.0,1.5235405431459925e-14,0.0016229507888611168,2.5069403586616106e-09,6.174745661444116,1.5479719103144936e-08,3,6,hbr,True,S3_D6 hbr,201,1,1,trained,True
A,5.0,4.406204353579968e-14,7.849098740036277e-05,1.9983332740470354e-08,-11.750941055850022,-2.34822965132705e-07,4,1,hbo,True,S4_D1 hbo,201,1,1,trained,True
AV,5.0,4.406204353579968e-14,1.173588586860092e-05,2.0117501405984154e-08,-17.325347647975363,-3.4854270566730864e-07,4,1,hbo,True,S4_D1 hbo,201,1,1,trained,True
V,5.0,4.406204353579968e-14,0.00025296887604546236,1.9992921721604795e-08,-9.212625616926823,-1.8418730280966907e-07,4,1,hbo,True,S4_D1 hbo,201,1,1,trained,True
W,5.0,4.406204353579968e-14,0.0004982462238233402,1.95902306680734e-08,-7.9816346119578245,-1.5636206315653232e-07,4,1,hbo,True,S4_D1 hbo,201,1,1,trained,True
constant,5.0,4.406204353579968e-14,3.304701989025039e-05,4.2633335490854256e-09,14.033498922704554,5.98294867682205e-08,4,1,hbo,True,S4_D1 hbo,201,1,1,trained,True
A,5.0,1.1413807531899774e-14,2.518085951159248e-06,1.0170700709783318e-08,23.647740542736116,2.4051409152277793e-07,4,1,hbr,True,S4_D1 hbr,201,1,1,trained,True
AV,5.0,1.1413807531899774e-14,3.700866457445013e-06,1.0238987084198148e-08,21.880945164478856,2.2403871492914695e-07,4,1,hbr,True,S4_D1 hbr,201,1,1,trained,True
V,5.0,1.1413807531899774e-14,1.565580034157357e-05,1.0175581109789502e-08,16.34073837963476,1.6627650877582378e-07,4,1,hbr,True,S4_D1 hbr,201,1,1,trained,True
W,5.0,1.1413807531899774e-14,0.0005412344099189765,9.970627800090532e-09,7.841797473223133,7.818764388919826e-08,4,1,hbr,True,S4_D1 hbr,201,1,1,trained,True
constant,5.0,1.1413807531899774e-14,4.092776713678181e-06,2.169862760975353e-09,-21.44091778711687,-4.6523849067398976e-08,4,1,hbr,True,S4_D1 hbr,201,1,1,trained,True
A,5.0,1.0226426102345349e-14,0.0005165327138279799,9.627145695886334e-09,-7.920464682803202,-7.625146748046857e-08,4,3,hbo,True,S4_D3 hbo,201,1,1,trained,True
AV,5.0,1.0226426102345349e-14,0.029189514272220805,9.691782626447378e-09,-3.0267588556873277,-2.933468889199619e-08,4,3,hbo,True,S4_D3 hbo,201,1,1,trained,True
V,5.0,1.0226426102345349e-14,0.0013700173492104777,9.631765271592515e-09,6.410720399253903,6.174655410742345e-08,4,3,hbo,True,S4_D3 hbo,201,1,1,trained,True
W,5.0,1.0226426102345349e-14,0.0212555575061189,9.437765327082483e-09,-3.3093526538657687,-3.123289373174275e-08,4,3,hbo,True,S4_D3 hbo,201,1,1,trained,True
constant,5.0,1.0226426102345349e-14,0.03063647592021345,2.0538983041644288e-09,2.9846196684645667,6.130105275635173e-09,4,3,hbo,True,S4_D3 hbo,201,1,1,trained,True
A,5.0,1.6604164469558786e-15,0.01808862283484165,3.879217367556791e-09,-3.4576179987514655,-1.3412851791133641e-08,4,3,hbr,True,S4_D3 hbr,201,1,1,trained,True
AV,5.0,1.6604164469558786e-15,0.0016286594183666553,3.905262543514303e-09,-6.169930380500547,-2.4095198011059738e-08,4,3,hbr,True,S4_D3 hbr,201,1,1,trained,True
V,5.0,1.6604164469558786e-15,0.20097345269224356,3.8810788059183e-09,1.4720989278995316,5.7133319492859235e-09,4,3,hbr,False,S4_D3 hbr,201,1,1,trained,True
W,5.0,1.6604164469558786e-15,0.005781225490957317,3.802907354293761e-09,4.611214300006213,1.7536020773718185e-08,4,3,hbr,True,S4_D3 hbr,201,1,1,trained,True
constant,5.0,1.6604164469558786e-15,0.4714602779420716,8.276095765450606e-10,0.7785570755229361,6.44341291589698e-10,4,3,hbr,False,S4_D3 hbr,201,1,1,trained,True
A,5.0,2.5404145200417767e-14,0.00013091305312224187,1.517357429160136e-08,-10.570880798806721,-1.6039804512835613e-07,4,5,hbo,True,S4_D5 hbo,201,1,1,trained,True
AV,5.0,2.5404145200417767e-14,0.0020994535426530733,1.527545010181873e-08,-5.829552096651867,-8.904903216835835e-08,4,5,hbo,True,S4_D5 hbo,201,1,1,trained,True
V,5.0,2.5404145200417767e-14,0.5729248305265905,1.5180855315218086e-08,-0.602818680862463,-9.151303175483676e-09,4,5,hbo,False,S4_D5 hbo,201,1,1,trained,True
W,5.0,2.5404145200417767e-14,0.7341972148033226,1.487508736866594e-08,-0.35908508175498843,-5.3414219638900054e-09,4,5,hbo,False,S4_D5 hbo,201,1,1,trained,True
constant,5.0,2.5404145200417767e-14,0.0007028898606646344,3.2371981779552543e-09,7.4140720902575055,2.4000820661810502e-08,4,5,hbo,True,S4_D5 hbo,201,1,1,trained,True
A,5.0,1.2529365610357599e-14,1.6138104350033548e-05,1.0656145538497053e-08,16.240289067141685,1.7305888388672434e-07,4,5,hbr,True,S4_D5 hbr,201,1,1,trained,True
AV,5.0,1.2529365610357599e-14,0.0022772384411165257,1.07276912033263e-08,-5.723772498890662,-6.140286388619034e-08,4,5,hbr,True,S4_D5 hbr,201,1,1,trained,True
V,5.0,1.2529365610357599e-14,0.5738634116732624,1.0661258878692185e-08,-0.6012935995613093,-6.410546727023793e-09,4,5,hbr,False,S4_D5 hbr,201,1,1,trained,True
W,5.0,1.2529365610357599e-14,0.00018503206180871937,1.0446523202255648e-08,9.836151719972625,1.0275358716360083e-07,4,5,hbr,True,S4_D5 hbr,201,1,1,trained,True
constant,5.0,1.2529365610357599e-14,0.0003625912997545072,2.273429731078088e-09,-8.53926007539138,-1.941340773680288e-08,4,5,hbr,True,S4_D5 hbr,201,1,1,trained,True
A,5.0,1.1426331826068394e-14,0.28823638844027305,1.0176279300575929e-08,-1.187853253363438,-1.2087926474324129e-08,5,15,hbo,False,S5_D15 hbo,201,1,1,trained,True
AV,5.0,1.1426331826068394e-14,0.0001222838078610964,1.0244603129808323e-08,-10.721532418321189,-1.0983784456907464e-07,5,15,hbo,True,S5_D15 hbo,201,1,1,trained,True
V,5.0,1.1426331826068394e-14,0.022574893643173468,1.018116237746302e-08,3.2548198332843667,3.3137849232055254e-08,5,15,hbo,True,S5_D15 hbo,201,1,1,trained,True
W,5.0,1.1426331826068394e-14,0.48636964763809176,9.97609665165045e-09,0.7511877395203568,7.493921492989901e-09,5,15,hbo,False,S5_D15 hbo,201,1,1,trained,True
constant,5.0,1.1426331826068394e-14,0.027364736458553286,2.1710529224760217e-09,3.0833674814898258,6.694153981756017e-09,5,15,hbo,True,S5_D15 hbo,201,1,1,trained,True
A,5.0,1.2677008617228122e-15,0.010142674906326083,3.3895652216660668e-09,4.017817654308398,1.361865498803968e-08,5,15,hbr,True,S5_D15 hbr,201,1,1,trained,True
AV,5.0,1.2677008617228122e-15,0.0014223943041423044,3.4123228591617343e-09,-6.35784458010541,-2.1695018395691225e-08,5,15,hbr,True,S5_D15 hbr,201,1,1,trained,True
V,5.0,1.2677008617228122e-15,0.2899346891491761,3.39119170096192e-09,-1.183150176031721,-4.012289057950406e-09,5,15,hbr,False,S5_D15 hbr,201,1,1,trained,True
W,5.0,1.2677008617228122e-15,0.008332712664056907,3.322887399179375e-09,4.219386661354025,1.4020546769278823e-08,5,15,hbr,True,S5_D15 hbr,201,1,1,trained,True
constant,5.0,1.2677008617228122e-15,0.18539697590875848,7.231449985855556e-10,1.534906303593568,1.1099598167411309e-09,5,15,hbr,False,S5_D15 hbr,201,1,1,trained,True
A,5.0,1.5895083125410966e-14,0.0007678642244209931,1.2002369811919788e-08,7.273998480269049,8.730521977153165e-08,5,16,hbo,True,S5_D16 hbo,201,1,1,trained,True
AV,5.0,1.5895083125410966e-14,0.04677126055326964,1.2082954064886118e-08,-2.6257677641805715,-3.172703127965257e-08,5,16,hbo,True,S5_D16 hbo,201,1,1,trained,True
V,5.0,1.5895083125410966e-14,0.0004257320488114814,1.2008129136412345e-08,8.253439202902085,9.910836376797641e-08,5,16,hbo,True,S5_D16 hbo,201,1,1,trained,True
W,5.0,1.5895083125410966e-14,0.0009687347950934348,1.1766265228764593e-08,6.916519990186302,8.13816086645843e-08,5,16,hbo,True,S5_D16 hbo,201,1,1,trained,True
constant,5.0,1.5895083125410966e-14,0.0020691958728130877,2.5606392363200652e-09,-5.848602906637485,-1.4976162080391523e-08,5,16,hbo,True,S5_D16 hbo,201,1,1,trained,True
A,5.0,9.964647099450994e-16,0.8574342523253361,3.0051528311137632e-09,-0.18912222831204506,-5.683411998384857e-10,5,16,hbr,False,S5_D16 hbr,201,1,1,trained,True
AV,5.0,9.964647099450994e-16,0.000759098874142135,3.0253295128641005e-09,-7.292058992328261,-2.2060881279036744e-08,5,16,hbr,True,S5_D16 hbr,201,1,1,trained,True
V,5.0,9.964647099450994e-16,0.31185720560580515,3.0065948505295395e-09,-1.124527702137306,-3.38099919852384e-09,5,16,hbr,False,S5_D16 hbr,201,1,1,trained,True
W,5.0,9.964647099450994e-16,2.9329804758546867e-05,2.9460369758596518e-09,14.37971011150503,4.236315769063674e-08,5,16,hbr,True,S5_D16 hbr,201,1,1,trained,True
constant,5.0,9.964647099450994e-16,0.6610773054094294,6.411327405397942e-10,-0.46560130105316727,-2.9851223814311093e-10,5,16,hbr,False,S5_D16 hbr,201,1,1,trained,True
A,5.0,1.9062049550408392e-14,0.29108716153765646,1.3143783570729e-08,-1.1799725727178343,-1.5509304115199503e-08,5,17,hbo,False,S5_D17 hbo,201,1,1,trained,True
AV,5.0,1.9062049550408392e-14,0.9935730439482429,1.3232031308200514e-08,0.00846540424455821,1.1201449400056774e-10,5,17,hbo,False,S5_D17 hbo,201,1,1,trained,True
V,5.0,1.9062049550408392e-14,0.011786962685934271,1.3150090601409608e-08,3.867759983577894,5.0861394208555845e-08,5,17,hbo,True,S5_D17 hbo,201,1,1,trained,True
W,5.0,1.9062049550408392e-14,0.0007928331303769855,1.2885225670107815e-08,7.2238608972793905,9.308107787091247e-08,5,17,hbo,True,S5_D17 hbo,201,1,1,trained,True
constant,5.0,1.9062049550408392e-14,0.04916555716369527,2.8041535506998634e-09,-2.5844615386281906,-7.247227000191474e-09,5,17,hbo,True,S5_D17 hbo,201,1,1,trained,True
A,5.0,1.9167266672381724e-15,1.4308046036463235e-05,4.1678846868364795e-09,16.642311404977633,6.936323485837036e-08,5,17,hbr,True,S5_D17 hbr,201,1,1,trained,True
AV,5.0,1.9167266672381724e-15,3.6957008549670024e-05,4.195867983402211e-09,-13.716313713713873,-5.755184156167272e-08,5,17,hbr,True,S5_D17 hbr,201,1,1,trained,True
V,5.0,1.9167266672381724e-15,6.481927350452346e-06,4.16988464190662e-09,-19.5387849600238,-8.147447932631931e-08,5,17,hbr,True,S5_D17 hbr,201,1,1,trained,True
W,5.0,1.9167266672381724e-15,0.0021377778456850723,4.085896155234399e-09,-5.805880690080163,-2.3722225589348178e-08,5,17,hbr,True,S5_D17 hbr,201,1,1,trained,True
constant,5.0,1.9167266672381724e-15,0.0012761618965573312,8.891951530248668e-10,6.511718026231355,5.790188106789573e-09,5,17,hbr,True,S5_D17 hbr,201,1,1,trained,True
A,5.0,2.1728645154084506e-14,0.06269763707860969,1.4033045262920114e-08,-2.3859963882955864,-3.348279531411588e-08,6,16,hbo,False,S6_D16 hbo,201,1,1,trained,True
AV,5.0,2.1728645154084506e-14,0.012472629170544524,1.4127263528735592e-08,-3.8121512518052416,-5.385526534565192e-08,6,16,hbo,True,S6_D16 hbo,201,1,1,trained,True
V,5.0,2.1728645154084506e-14,0.00020103605839505635,1.4039779004885608e-08,9.667115856774371,1.3572417024373755e-07,6,16,hbo,True,S6_D16 hbo,201,1,1,trained,True
W,5.0,2.1728645154084506e-14,4.742246634432393e-05,1.3756994253484523e-08,13.033532437629802,1.793022308470773e-07,6,16,hbo,True,S6_D16 hbo,201,1,1,trained,True
constant,5.0,2.1728645154084506e-14,0.001969853030120173,2.9938726158564408e-09,-5.913533600178649,-1.7704366308521807e-08,6,16,hbo,True,S6_D16 hbo,201,1,1,trained,True
A,5.0,1.1932294663686746e-14,0.00020964293920706998,1.0399143878781845e-08,-9.582706887797958,-9.965194767440476e-08,6,16,hbr,True,S6_D16 hbr,201,1,1,trained,True
AV,5.0,1.1932294663686746e-14,1.4327061531002216e-05,1.0468964027143612e-08,-16.637823111866858,-1.7418077164811272e-07,6,16,hbr,True,S6_D16 hbr,201,1,1,trained,True
V,5.0,1.1932294663686746e-14,0.0004048455540369985,1.0404133897001682e-08,-8.342076759491851,-8.679208358481911e-08,6,16,hbr,True,S6_D16 hbr,201,1,1,trained,True
W,5.0,1.1932294663686746e-14,0.22478070982169768,1.0194577149948653e-08,1.3845944780862829,1.4115355228243501e-08,6,16,hbr,False,S6_D16 hbr,201,1,1,trained,True
constant,5.0,1.1932294663686746e-14,0.0001496520644369418,2.2185998479817866e-09,10.280997558165712,2.280941961964757e-08,6,16,hbr,True,S6_D16 hbr,201,1,1,trained,True
A,5.0,4.654002730064067e-14,0.0037934652275565394,2.0537563491580304e-08,-5.092703112599853,-1.0459171351878811e-07,6,18,hbo,True,S6_D18 hbo,201,1,1,trained,True
AV,5.0,4.654002730064067e-14,0.3088573625100998,2.0675453278151786e-08,-1.13233181142501,-2.3411473462482774e-08,6,18,hbo,False,S6_D18 hbo,201,1,1,trained,True
V,5.0,4.654002730064067e-14,4.2939560263348495e-05,2.054741841975599e-08,13.301481222851987,2.7331110028846736e-07,6,18,hbo,True,S6_D18 hbo,201,1,1,trained,True
W,5.0,4.654002730064067e-14,5.282497371597357e-06,2.013355887056061e-08,20.36393724400832,4.0999852933864325e-07,6,18,hbo,True,S6_D18 hbo,201,1,1,trained,True
constant,5.0,4.654002730064067e-14,0.00024957775637204666,4.381575615402851e-09,-9.238773339579867,-4.0480383980937106e-08,6,18,hbo,True,S6_D18 hbo,201,1,1,trained,True
A,5.0,1.6938540799161197e-14,0.0010388341020459305,1.2390065419957014e-08,-6.811985328465344,-8.440094385947298e-08,6,18,hbr,True,S6_D18 hbr,201,1,1,trained,True
AV,5.0,1.6938540799161197e-14,2.749338444985059e-05,1.2473252672284437e-08,-14.570716295549127,-1.8174422597055654e-07,6,18,hbr,True,S6_D18 hbr,201,1,1,trained,True
V,5.0,1.6938540799161197e-14,0.07289550580661372,1.2396010779778095e-08,-2.264980509740361,-2.80767228147288e-08,6,18,hbr,False,S6_D18 hbr,201,1,1,trained,True
W,5.0,1.6938540799161197e-14,0.0194478140469729,1.214633428376595e-08,-3.390638198346962,-4.1183824992428115e-08,6,18,hbr,True,S6_D18 hbr,201,1,1,trained,True
constant,5.0,1.6938540799161197e-14,0.00040019472313519445,2.643351950662792e-09,8.362554456806231,2.2105174635922576e-08,6,18,hbr,True,S6_D18 hbr,201,1,1,trained,True
A,5.0,2.462624362724401e-14,0.01075618541420484,1.4939452714724426e-08,-3.9587572973865304,-5.9141667453376335e-08,7,15,hbo,True,S7_D15 hbo,201,1,1,trained,True
AV,5.0,2.462624362724401e-14,0.00035574965044833564,1.503975662600254e-08,-8.573752713683847,-1.289471541853339e-07,7,15,hbo,True,S7_D15 hbo,201,1,1,trained,True
V,5.0,2.462624362724401e-14,0.0008292941434409613,1.494662139534947e-08,-7.153910971734432,-1.0692679879055119e-07,7,15,hbo,True,S7_D15 hbo,201,1,1,trained,True
W,5.0,2.462624362724401e-14,4.961869573856774e-05,1.4645571313713625e-08,-12.913087403389333,-1.891195424465556e-07,7,15,hbo,True,S7_D15 hbo,201,1,1,trained,True
constant,5.0,2.462624362724401e-14,0.00012320779164593952,3.1872496340248027e-09,10.704804018231757,3.4118882689416406e-08,7,15,hbo,True,S7_D15 hbo,201,1,1,trained,True
A,5.0,1.0603238837524565e-14,0.0001522061361592932,9.802906812267474e-09,10.24485623798539,1.0042937100604791e-07,7,15,hbr,True,S7_D15 hbr,201,1,1,trained,True
AV,5.0,1.0603238837524565e-14,0.048458834579427304,9.868723807972824e-09,-2.5964202327813535,-2.5623354166751685e-08,7,15,hbr,True,S7_D15 hbr,201,1,1,trained,True
V,5.0,1.0603238837524565e-14,0.27636430187941813,9.807610726759934e-09,-1.2214389153004188,-1.1979397407782405e-08,7,15,hbr,False,S7_D15 hbr,201,1,1,trained,True
W,5.0,1.0603238837524565e-14,2.5767201512585785e-05,9.61006895916941e-09,14.76471295207708,1.4188990963180248e-07,7,15,hbr,True,S7_D15 hbr,201,1,1,trained,True
constant,5.0,1.0603238837524565e-14,0.0012450373416198922,2.0913959665325723e-09,-6.547162753196775,-1.3692709774268027e-08,7,15,hbr,True,S7_D15 hbr,201,1,1,trained,True
A,5.0,1.6663252762730408e-14,0.05438362306828834,1.2288970261669885e-08,-2.501599187792157,-3.0742078025395355e-08,7,17,hbo,False,S7_D17 hbo,201,1,1,trained,True
AV,5.0,1.6663252762730408e-14,0.09182299115711566,1.2371478758223512e-08,2.0820451811654714,2.5757977732450255e-08,7,17,hbo,False,S7_D17 hbo,201,1,1,trained,True
V,5.0,1.6663252762730408e-14,0.18879672599712718,1.2294867111085912e-08,1.5207730060387008,1.869770201537248e-08,7,17,hbo,False,S7_D17 hbo,201,1,1,trained,True
W,5.0,1.6663252762730408e-14,0.8720034946870404,1.2047227818593634e-08,-0.16955924595417254,-2.0427188647588673e-09,7,17,hbo,False,S7_D17 hbo,201,1,1,trained,True
constant,5.0,1.6663252762730408e-14,0.18959957066309766,2.621783857613791e-09,1.5174715513781014,3.978482417791263e-09,7,17,hbo,False,S7_D17 hbo,201,1,1,trained,True
A,5.0,8.22271592261234e-15,0.00015958747297063682,8.632632351788933e-09,10.144340309957911,8.757236034729924e-08,7,17,hbr,True,S7_D17 hbr,201,1,1,trained,True
AV,5.0,8.22271592261234e-15,0.0030791331856066307,8.690592091415605e-09,-5.344028397038136,-4.644277092360004e-08,7,17,hbr,True,S7_D17 hbr,201,1,1,trained,True
V,5.0,8.22271592261234e-15,0.00535763285632266,8.636774711316093e-09,-4.695710383234961,-4.055579268958811e-08,7,17,hbr,True,S7_D17 hbr,201,1,1,trained,True
W,5.0,8.22271592261234e-15,0.0010699919471615067,8.46281554936655e-09,6.7681664068404235,5.7277743908509466e-08,7,17,hbr,True,S7_D17 hbr,201,1,1,trained,True
constant,5.0,8.22271592261234e-15,0.18031500132240774,1.8417243810271317e-09,-1.556510723868172,-2.8666637494782013e-09,7,17,hbr,False,S7_D17 hbr,201,1,1,trained,True
A,5.0,3.5786567033707273e-14,0.0006701029371774921,1.8009249784966303e-08,-7.490710622390473,-1.3490207866553043e-07,7,19,hbo,True,S7_D19 hbo,201,1,1,trained,True
AV,5.0,3.5786567033707273e-14,5.080171323022009e-05,1.813016440125852e-08,-12.850819004533832,-2.329874612430157e-07,7,19,hbo,True,S7_D19 hbo,201,1,1,trained,True
