Condition,Chroma,ch_name,subject,day,group,theta
AV,hbr,S7_D19 hbr,202,1,control,-5.369770099684578e-07
AV,hbr,S7_D19 hbr,202,3,control,-1.2508562676471477e-09
V,hbr,S7_D19 hbr,202,1,control,-1.4480427178706385e-06
V,hbr,S7_D19 hbr,202,3,control,2.8880752333532868e-08
W,hbr,S7_D19 hbr,202,1,control,-5.809844035976201e-07
W,hbr,S7_D19 hbr,202,3,control,-3.114686534206618e-08
constant,hbr,S7_D19 hbr,202,1,control,2.7500040648174724e-07
constant,hbr,S7_D19 hbr,202,3,control,2.5765045092688993e-08
A,hbo,S8_D16 hbo,202,1,control,1.6391270219176823e-07
A,hbo,S8_D16 hbo,202,3,control,3.1466884699963535e-07
AV,hbo,S8_D16 hbo,202,1,control,2.1430887604840268e-07
AV,hbo,S8_D16 hbo,202,3,control,1.6791442706874106e-07
V,hbo,S8_D16 hbo,202,1,control,8.665305188493545e-08
V,hbo,S8_D16 hbo,202,3,control,3.0356898313343413e-07
W,hbo,S8_D16 hbo,202,1,control,-1.6339126182337487e-07
W,hbo,S8_D16 hbo,202,3,control,-7.55921098874815e-08
constant,hbo,S8_D16 hbo,202,1,control,-1.3083102364627441e-08
constant,hbo,S8_D16 hbo,202,3,control,-4.8740754587405153e-08
A,hbr,S8_D16 hbr,202,1,control,-9.584425405717297e-08
A,hbr,S8_D16 hbr,202,3,control,-9.722260955518327e-08
AV,hbr,S8_D16 hbr,202,1,control,-1.1678748336416461e-07
AV,hbr,S8_D16 hbr,202,3,control,2.1143452177170882e-08
V,hbr,S8_D16 hbr,202,1,control,-7.705556775066841e-08
V,hbr,S8_D16 hbr,202,3,control,-6.059782164939158e-08
W,hbr,S8_D16 hbr,202,1,control,3.4064581002774876e-08
W,hbr,S8_D16 hbr,202,3,control,-4.278768837743762e-08
constant,hbr,S8_D16 hbr,202,1,control,2.2867449503957224e-08
constant,hbr,S8_D16 hbr,202,3,control,-4.389041072831953e-10
A,hbo,S8_D17 hbo,202,1,control,1.3453946812897537e-07
A,hbo,S8_D17 hbo,202,3,control,1.2921794702049894e-07
AV,hbo,S8_D17 hbo,202,1,control,8.259046685305744e-08
AV,hbo,S8_D17 hbo,202,3,control,1.1853170451281494e-07
V,hbo,S8_D17 hbo,202,1,control,1.7241915001642767e-07
V,hbo,S8_D17 hbo,202,3,control,1.0765380765683311e-07
W,hbo,S8_D17 hbo,202,1,control,6.026642369882442e-08
W,hbo,S8_D17 hbo,202,3,control,-6.881739023246483e-08
constant,hbo,S8_D17 hbo,202,1,control,-3.7340957566024876e-08
constant,hbo,S8_D17 hbo,202,3,control,-1.566113807524291e-08
A,hbr,S8_D17 hbr,202,1,control,-2.077064496142059e-08
A,hbr,S8_D17 hbr,202,3,control,6.449862947720605e-08
AV,hbr,S8_D17 hbr,202,1,control,-9.80343309207468e-08
AV,hbr,S8_D17 hbr,202,3,control,3.662443517541958e-08
V,hbr,S8_D17 hbr,202,1,control,-1.6445933825768567e-07
V,hbr,S8_D17 hbr,202,3,control,-3.6699839591692836e-09
W,hbr,S8_D17 hbr,202,1,control,-7.671386849318944e-09
W,hbr,S8_D17 hbr,202,3,control,3.7718561429884385e-08
constant,hbr,S8_D17 hbr,202,1,control,3.0664358272126133e-08
constant,hbr,S8_D17 hbr,202,3,control,-1.1097547072701907e-08
A,hbo,S8_D18 hbo,202,1,control,2.355012016903106e-07
A,hbo,S8_D18 hbo,202,3,control,4.2334858033681786e-07
AV,hbo,S8_D18 hbo,202,1,control,-2.3345127038518386e-09
AV,hbo,S8_D18 hbo,202,3,control,4.821523133032432e-09
V,hbo,S8_D18 hbo,202,1,control,-1.1269200762537225e-07
V,hbo,S8_D18 hbo,202,3,control,3.131181594641284e-07
W,hbo,S8_D18 hbo,202,1,control,5.084242415018284e-10
W,hbo,S8_D18 hbo,202,3,control,-1.812814057191627e-07
constant,hbo,S8_D18 hbo,202,1,control,-2.7597861845550714e-09
constant,hbo,S8_D18 hbo,202,3,control,-3.04656255646106e-08
A,hbr,S8_D18 hbr,202,1,control,-3.332146797500909e-08
A,hbr,S8_D18 hbr,202,3,control,-2.6104405493327943e-08
AV,hbr,S8_D18 hbr,202,1,control,1.4276383482682269e-08
AV,hbr,S8_D18 hbr,202,3,control,-5.097908786336744e-09
V,hbr,S8_D18 hbr,202,1,control,1.2952345032414673e-07
V,hbr,S8_D18 hbr,202,3,control,-5.7216914081603824e-08
W,hbr,S8_D18 hbr,202,1,control,-9.740093910662819e-08
W,hbr,S8_D18 hbr,202,3,control,-1.234813018996315e-07
constant,hbr,S8_D18 hbr,202,1,control,8.26351364853897e-09
constant,hbr,S8_D18 hbr,202,3,control,3.2421434667653517e-09
A,hbo,S8_D20 hbo,202,1,control,6.000020797543599e-07
A,hbo,S8_D20 hbo,202,3,control,2.2037110665987985e-07
AV,hbo,S8_D20 hbo,202,1,control,-2.0085249635507473e-07
AV,hbo,S8_D20 hbo,202,3,control,-2.5881549580374566e-08
V,hbo,S8_D20 hbo,202,1,control,-2.806494576463408e-07
V,hbo,S8_D20 hbo,202,3,control,1.8282399983490782e-07
W,hbo,S8_D20 hbo,202,1,control,1.5584136349447342e-07
W,hbo,S8_D20 hbo,202,3,control,1.7843917009078317e-07
constant,hbo,S8_D20 hbo,202,1,control,-2.5386100584869606e-09
constant,hbo,S8_D20 hbo,202,3,control,-5.200294411035554e-08
A,hbr,S8_D20 hbr,202,1,control,-1.1350138700758693e-07
A,hbr,S8_D20 hbr,202,3,control,2.258493574433773e-08
AV,hbr,S8_D20 hbr,202,1,control,3.406121282118155e-07
AV,hbr,S8_D20 hbr,202,3,control,6.196790369859287e-08
V,hbr,S8_D20 hbr,202,1,control,5.205182955985298e-07
V,hbr,S8_D20 hbr,202,3,control,-2.5090224664264813e-07
W,hbr,S8_D20 hbr,202,1,control,-3.313678748901803e-07
W,hbr,S8_D20 hbr,202,3,control,-2.0117071503464433e-07
constant,hbr,S8_D20 hbr,202,1,control,-2.3509507357907917e-08
constant,hbr,S8_D20 hbr,202,3,control,3.8476033582688874e-08
A,hbo,S9_D17 hbo,202,1,control,2.3536510625585235e-06
A,hbo,S9_D17 hbo,202,3,control,1.857044390107778e-07
AV,hbo,S9_D17 hbo,202,1,control,8.904175556054949e-07
AV,hbo,S9_D17 hbo,202,3,control,6.576092733058363e-08
V,hbo,S9_D17 hbo,202,1,control,6.934704775368285e-07
V,hbo,S9_D17 hbo,202,3,control,1.6214764026046006e-07
W,hbo,S9_D17 hbo,202,1,control,2.3683803010338196e-07
W,hbo,S9_D17 hbo,202,3,control,-8.984389054614522e-08
constant,hbo,S9_D17 hbo,202,1,control,-5.929947932038764e-07
constant,hbo,S9_D17 hbo,202,3,control,-2.203397728689565e-08
A,hbr,S9_D17 hbr,202,1,control,-1.6259451808931005e-06
A,hbr,S9_D17 hbr,202,3,control,5.264762508610881e-08
AV,hbr,S9_D17 hbr,202,1,control,1.0119479997373622e-07
AV,hbr,S9_D17 hbr,202,3,control,2.3138866273100632e-07
V,hbr,S9_D17 hbr,202,1,control,-1.1440488271152297e-07
V,hbr,S9_D17 hbr,202,3,control,6.039918348833048e-08
W,hbr,S9_D17 hbr,202,1,control,7.995993092375091e-08
W,hbr,S9_D17 hbr,202,3,control,1.5481408007922789e-07
constant,hbr,S9_D17 hbr,202,1,control,1.134448087139131e-07
constant,hbr,S9_D17 hbr,202,3,control,-3.7632494151260226e-08
A,hbo,S9_D19 hbo,202,1,control,1.8229594435428176e-07
A,hbo,S9_D19 hbo,202,3,control,-1.2467990867489838e-08
AV,hbo,S9_D19 hbo,202,1,control,-1.4870341208560474e-07
AV,hbo,S9_D19 hbo,202,3,control,-9.295545407642394e-09
V,hbo,S9_D19 hbo,202,1,control,7.593506297560195e-08
V,hbo,S9_D19 hbo,202,3,control,1.0247030702811521e-07
W,hbo,S9_D19 hbo,202,1,control,-5.006379511268542e-07
W,hbo,S9_D19 hbo,202,3,control,-6.111490155353774e-08
constant,hbo,S9_D19 hbo,202,1,control,1.7885276541187475e-08
constant,hbo,S9_D19 hbo,202,3,control,5.55521983677617e-09
A,hbr,S9_D19 hbr,202,1,control,1.8752555885183334e-10
A,hbr,S9_D19 hbr,202,3,control,6.672761671747081e-08
AV,hbr,S9_D19 hbr,202,1,control,-9.090669189968017e-08
AV,hbr,S9_D19 hbr,202,3,control,1.1228377149442439e-07
V,hbr,S9_D19 hbr,202,1,control,-3.478315392361006e-07
V,hbr,S9_D19 hbr,202,3,control,6.629261432657154e-08
W,hbr,S9_D19 hbr,202,1,control,7.00696536383299e-07
W,hbr,S9_D19 hbr,202,3,control,4.225924293232617e-08
constant,hbr,S9_D19 hbr,202,1,control,5.247021780025037e-09
constant,hbr,S9_D19 hbr,202,3,control,-2.945406938924804e-08
A,hbo,S9_D20 hbo,202,1,control,-2.4384681189822114e-07
A,hbo,S9_D20 hbo,202,3,control,5.959616766016187e-08
AV,hbo,S9_D20 hbo,202,1,control,1.0305783775335803e-06
AV,hbo,S9_D20 hbo,202,3,control,-7.505907841191722e-07
V,hbo,S9_D20 hbo,202,1,control,-4.467375843114652e-07
V,hbo,S9_D20 hbo,202,3,control,-8.441369323797985e-07
W,hbo,S9_D20 hbo,202,1,control,-1.0409901840206996e-06
W,hbo,S9_D20 hbo,202,3,control,-2.7459406184868433e-07
constant,hbo,S9_D20 hbo,202,1,control,1.3933081478483081e-08
constant,hbo,S9_D20 hbo,202,3,control,2.8633683993296955e-07
A,hbr,S9_D20 hbr,202,1,control,7.0729229409893e-07
A,hbr,S9_D20 hbr,202,3,control,4.264012327316764e-07
AV,hbr,S9_D20 hbr,202,1,control,-5.554843771306367e-08
AV,hbr,S9_D20 hbr,202,3,control,8.804577013897449e-07
V,hbr,S9_D20 hbr,202,1,control,6.504864801709724e-07
V,hbr,S9_D20 hbr,202,3,control,6.819942105708742e-07
W,hbr,S9_D20 hbr,202,1,control,1.0558895352757568e-06
W,hbr,S9_D20 hbr,202,3,control,3.024460290532039e-07
constant,hbr,S9_D20 hbr,202,1,control,-1.6473351298706925e-07
constant,hbr,S9_D20 hbr,202,3,control,-3.7957831810004036e-07
A,hbo,S9_D21 hbo,202,1,control,8.336552205126575e-07
A,hbo,S9_D21 hbo,202,3,control,-5.198518291428504e-07
AV,hbo,S9_D21 hbo,202,1,control,1.5423672128352138e-06
AV,hbo,S9_D21 hbo,202,3,control,-4.688665666207301e-07
V,hbo,S9_D21 hbo,202,1,control,3.3019472567937237e-06
V,hbo,S9_D21 hbo,202,3,control,8.361071481204153e-09
W,hbo,S9_D21 hbo,202,1,control,2.1942991720668236e-06
W,hbo,S9_D21 hbo,202,3,control,9.405769298203641e-09
constant,hbo,S9_D21 hbo,202,1,control,-1.0470614934818346e-06
constant,hbo,S9_D21 hbo,202,3,control,6.100896036747058e-08
A,hbr,S9_D21 hbr,202,1,control,-1.0498043460486989e-06
A,hbr,S9_D21 hbr,202,3,control,7.587039704410844e-07
AV,hbr,S9_D21 hbr,202,1,control,-8.672295942973472e-07
AV,hbr,S9_D21 hbr,202,3,control,7.899166878331828e-07
V,hbr,S9_D21 hbr,202,1,control,-2.5389888470818594e-06
V,hbr,S9_D21 hbr,202,3,control,2.261449160915927e-08
W,hbr,S9_D21 hbr,202,1,control,-1.409587888989324e-06
W,hbr,S9_D21 hbr,202,3,control,2.8920097132442553e-07
constant,hbr,S9_D21 hbr,202,1,control,7.352744935421776e-07
constant,hbr,S9_D21 hbr,202,3,control,-1.6142797882258364e-07
A,hbo,S10_D18 hbo,203,1,trained,-1.250377160965014e-07
A,hbo,S10_D18 hbo,203,3,trained,1.7347771953799089e-09
AV,hbo,S10_D18 hbo,203,1,trained,9.897654568356232e-08
AV,hbo,S10_D18 hbo,203,3,trained,-9.485288179914519e-08
V,hbo,S10_D18 hbo,203,1,trained,-1.437353476362069e-07
V,hbo,S10_D18 hbo,203,3,trained,-8.784887340228854e-08
W,hbo,S10_D18 hbo,203,1,trained,-1.7248224360367745e-07
W,hbo,S10_D18 hbo,203,3,trained,-3.9270074679903597e-08
constant,hbo,S10_D18 hbo,203,1,trained,2.095981329851057e-08
constant,hbo,S10_D18 hbo,203,3,trained,1.41415859420372e-08
A,hbr,S10_D18 hbr,203,1,trained,-5.0654321292830676e-08
A,hbr,S10_D18 hbr,203,3,trained,-5.732440593273932e-08
AV,hbr,S10_D18 hbr,203,1,trained,-1.5838119103961906e-07
AV,hbr,S10_D18 hbr,203,3,trained,1.7605949920991943e-08
V,hbr,S10_D18 hbr,203,1,trained,-9.743807637235579e-08
V,hbr,S10_D18 hbr,203,3,trained,4.982786208175259e-08
W,hbr,S10_D18 hbr,203,1,trained,5.5642179594000155e-08
W,hbr,S10_D18 hbr,203,3,trained,2.0597955886174866e-09
constant,hbr,S10_D18 hbr,203,1,trained,1.1944899654234567e-08
constant,hbr,S10_D18 hbr,203,3,trained,-1.169570209008169e-08
A,hbo,S10_D20 hbo,203,1,trained,3.9501672512589194e-08
A,hbo,S10_D20 hbo,203,3,trained,3.3395461756141925e-08
AV,hbo,S10_D20 hbo,203,1,trained,1.2977787495411316e-07
AV,hbo,S10_D20 hbo,203,3,trained,-8.718453129465803e-08
V,hbo,S10_D20 hbo,203,1,trained,3.754744264344658e-08
V,hbo,S10_D20 hbo,203,3,trained,-3.3535015693967037e-08
W,hbo,S10_D20 hbo,203,1,trained,-9.159837525225322e-08
W,hbo,S10_D20 hbo,203,3,trained,1.5549235216583517e-08
constant,hbo,S10_D20 hbo,203,1,trained,-7.444752764305229e-09
constant,hbo,S10_D20 hbo,203,3,trained,7.714016734119859e-10
A,hbr,S10_D20 hbr,203,1,trained,-6.358028500133236e-08
A,hbr,S10_D20 hbr,203,3,trained,-4.3754810332419274e-08
AV,hbr,S10_D20 hbr,203,1,trained,-6.990272474304736e-08
AV,hbr,S10_D20 hbr,203,3,trained,-1.4774539073259671e-08
V,hbr,S10_D20 hbr,203,1,trained,-1.5305242743751492e-08
V,hbr,S10_D20 hbr,203,3,trained,1.2341640800633842e-08
W,hbr,S10_D20 hbr,203,1,trained,4.083293099287347e-08
W,hbr,S10_D20 hbr,203,3,trained,-3.4185040880096836e-08
constant,hbr,S10_D20 hbr,203,1,trained,4.877864254426411e-09
constant,hbr,S10_D20 hbr,203,3,trained,1.0229545328553425e-10
A,hbo,S10_D22 hbo,203,1,trained,-2.117214825555215e-08
A,hbo,S10_D22 hbo,203,3,trained,-1.4986312914312e-07
AV,hbo,S10_D22 hbo,203,1,trained,2.6790405655068223e-08
AV,hbo,S10_D22 hbo,203,3,trained,-2.321014715967631e-07
V,hbo,S10_D22 hbo,203,1,trained,-3.531994656179228e-08
V,hbo,S10_D22 hbo,203,3,trained,-1.7350710191307477e-07
W,hbo,S10_D22 hbo,203,1,trained,-2.2105442028789144e-07
W,hbo,S10_D22 hbo,203,3,trained,-1.1899148552910143e-07
constant,hbo,S10_D22 hbo,203,1,trained,1.1460020000490933e-08
constant,hbo,S10_D22 hbo,203,3,trained,4.677392101095703e-08
A,hbr,S10_D22 hbr,203,1,trained,-7.79801607527846e-08
A,hbr,S10_D22 hbr,203,3,trained,5.891583840794511e-08
AV,hbr,S10_D22 hbr,203,1,trained,-1.4048968807840043e-07
AV,hbr,S10_D22 hbr,203,3,trained,8.710538256730652e-08
V,hbr,S10_D22 hbr,203,1,trained,-9.228709263425891e-08
V,hbr,S10_D22 hbr,203,3,trained,1.345552507355217e-07
W,hbr,S10_D22 hbr,203,1,trained,5.217516363477241e-08
W,hbr,S10_D22 hbr,203,3,trained,6.649338472126878e-09
constant,hbr,S10_D22 hbr,203,1,trained,1.6043619563515802e-08
constant,hbr,S10_D22 hbr,203,3,trained,-3.756403045520871e-08
A,hbo,S11_D19 hbo,203,1,trained,-1.74131744952037e-07
A,hbo,S11_D19 hbo,203,3,trained,-2.7074376054089624e-08
AV,hbo,S11_D19 hbo,203,1,trained,-1.3397471703615003e-07
AV,hbo,S11_D19 hbo,203,3,trained,-5.37845011227532e-08
V,hbo,S11_D19 hbo,203,1,trained,4.736697249225024e-08
V,hbo,S11_D19 hbo,203,3,trained,1.3490127009318246e-07
W,hbo,S11_D19 hbo,203,1,trained,6.091007255125949e-08
W,hbo,S11_D19 hbo,203,3,trained,1.8475474270105127e-07
constant,hbo,S11_D19 hbo,203,1,trained,1.4598473690505068e-08
constant,hbo,S11_D19 hbo,203,3,trained,-1.492473186565202e-08
A,hbr,S11_D19 hbr,203,1,trained,2.628806248354207e-08
A,hbr,S11_D19 hbr,203,3,trained,4.253682711489677e-08
AV,hbr,S11_D19 hbr,203,1,trained,5.41914109173275e-08
AV,hbr,S11_D19 hbr,203,3,trained,1.6844897973441166e-08
V,hbr,S11_D19 hbr,203,1,trained,-3.984854516933256e-08
V,hbr,S11_D19 hbr,203,3,trained,-4.115000171379348e-08
W,hbr,S11_D19 hbr,203,1,trained,-1.7102436298162955e-07
W,hbr,S11_D19 hbr,203,3,trained,-7.534000444430044e-08
constant,hbr,S11_D19 hbr,203,1,trained,4.865129685623858e-09
constant,hbr,S11_D19 hbr,203,3,trained,9.309284692393588e-09
A,hbo,S11_D21 hbo,203,1,trained,-1.5306989453995922e-07
A,hbo,S11_D21 hbo,203,3,trained,-3.781316006213376e-08
AV,hbo,S11_D21 hbo,203,1,trained,-1.4629390383957185e-07
AV,hbo,S11_D21 hbo,203,3,trained,-7.496521227321266e-08
V,hbo,S11_D21 hbo,203,1,trained,6.281880916271237e-08
V,hbo,S11_D21 hbo,203,3,trained,5.498007306712984e-08
W,hbo,S11_D21 hbo,203,1,trained,3.643299008608741e-08
W,hbo,S11_D21 hbo,203,3,trained,9.954509108916145e-08
constant,hbo,S11_D21 hbo,203,1,trained,1.0927545903929104e-08
constant,hbo,S11_D21 hbo,203,3,trained,-1.3872681013256774e-09
A,hbr,S11_D21 hbr,203,1,trained,1.51796018815552e-08
A,hbr,S11_D21 hbr,203,3,trained,1.9345452636578596e-08
AV,hbr,S11_D21 hbr,203,1,trained,-2.781607475707321e-08
AV,hbr,S11_D21 hbr,203,3,trained,-8.648401391399899e-09
V,hbr,S11_D21 hbr,203,1,trained,-6.874277250922717e-08
V,hbr,S11_D21 hbr,203,3,trained,-1.540670306535275e-08
W,hbr,S11_D21 hbr,203,1,trained,-7.936631280060944e-08
W,hbr,S11_D21 hbr,203,3,trained,-3.928331938967993e-08
constant,hbr,S11_D21 hbr,203,1,trained,1.169375172880693e-08
constant,hbr,S11_D21 hbr,203,3,trained,1.3080972796849477e-09
A,hbo,S11_D23 hbo,203,1,trained,-1.5780497304754717e-07
A,hbo,S11_D23 hbo,203,3,trained,-4.332718612801353e-08
AV,hbo,S11_D23 hbo,203,1,trained,-1.1403268547344262e-07
AV,hbo,S11_D23 hbo,203,3,trained,2.6071085806924104e-08
V,hbo,S11_D23 hbo,203,1,trained,7.571726070401114e-08
V,hbo,S11_D23 hbo,203,3,trained,4.1716342721999904e-08
W,hbo,S11_D23 hbo,203,1,trained,2.830149075538608e-08
W,hbo,S11_D23 hbo,203,3,trained,5.849074546502464e-08
constant,hbo,S11_D23 hbo,203,1,trained,1.0292633931391698e-08
constant,hbo,S11_D23 hbo,203,3,trained,-3.338637548025024e-09
A,hbr,S11_D23 hbr,203,1,trained,5.821614373424451e-08
A,hbr,S11_D23 hbr,203,3,trained,7.310178679413919e-10
AV,hbr,S11_D23 hbr,203,1,trained,-4.841457542133749e-08
AV,hbr,S11_D23 hbr,203,3,trained,1.8856299057272523e-08
V,hbr,S11_D23 hbr,203,1,trained,-9.147474729769882e-08
V,hbr,S11_D23 hbr,203,3,trained,4.742864956499058e-09
W,hbr,S11_D23 hbr,203,1,trained,-1.0321412016713284e-08
W,hbr,S11_D23 hbr,203,3,trained,2.7709129412512862e-08
constant,hbr,S11_D23 hbr,203,1,trained,5.718130609707177e-09
constant,hbr,S11_D23 hbr,203,3,trained,-2.050430628412403e-09
A,hbo,S12_D20 hbo,203,1,trained,-1.2766165052522099e-07
A,hbo,S12_D20 hbo,203,3,trained,-6.802601592677197e-08
AV,hbo,S12_D20 hbo,203,1,trained,4.550507478713615e-08
AV,hbo,S12_D20 hbo,203,3,trained,-2.0971193221997055e-07
V,hbo,S12_D20 hbo,203,1,trained,1.8090089862715376e-09
V,hbo,S12_D20 hbo,203,3,trained,-2.2036454296730837e-08
W,hbo,S12_D20 hbo,203,1,trained,-1.9001086495298555e-07
W,hbo,S12_D20 hbo,203,3,trained,6.022761475118294e-08
constant,hbo,S12_D20 hbo,203,1,trained,9.184566388351024e-09
constant,hbo,S12_D20 hbo,203,3,trained,1.4224697377915597e-08
A,hbr,S12_D20 hbr,203,1,trained,-4.905201264495009e-09
A,hbr,S12_D20 hbr,203,3,trained,1.702082952158698e-08
AV,hbr,S12_D20 hbr,203,1,trained,-4.9023510186440216e-09
AV,hbr,S12_D20 hbr,203,3,trained,2.0347007348594705e-08
V,hbr,S12_D20 hbr,203,1,trained,-4.488460299955935e-08
V,hbr,S12_D20 hbr,203,3,trained,-1.044257118531799e-08
W,hbr,S12_D20 hbr,203,1,trained,6.996545977780945e-08
W,hbr,S12_D20 hbr,203,3,trained,-5.959501935684706e-08
constant,hbr,S12_D20 hbr,203,1,trained,5.5965808174202045e-09
constant,hbr,S12_D20 hbr,203,3,trained,2.385116963695379e-09
A,hbo,S12_D21 hbo,203,1,trained,-1.2336660125646718e-07
A,hbo,S12_D21 hbo,203,3,trained,-6.28935799984769e-08
AV,hbo,S12_D21 hbo,203,1,trained,-1.7207524463830052e-07
AV,hbo,S12_D21 hbo,203,3,trained,-7.859042042119901e-08
V,hbo,S12_D21 hbo,203,1,trained,9.315583930190606e-08
V,hbo,S12_D21 hbo,203,3,trained,7.006185886454953e-08
W,hbo,S12_D21 hbo,203,1,trained,7.977203488059413e-09
W,hbo,S12_D21 hbo,203,3,trained,8.82652506592668e-08
constant,hbo,S12_D21 hbo,203,1,trained,1.6602066693018498e-08
constant,hbo,S12_D21 hbo,203,3,trained,-1.7948739247857627e-09
A,hbr,S12_D21 hbr,203,1,trained,-4.2045651074241984e-08
A,hbr,S12_D21 hbr,203,3,trained,-3.1770483390523843e-09
AV,hbr,S12_D21 hbr,203,1,trained,1.6538987707474097e-10
AV,hbr,S12_D21 hbr,203,3,trained,-3.3034394612386315e-08
V,hbr,S12_D21 hbr,203,1,trained,-3.7213606037444036e-08
V,hbr,S12_D21 hbr,203,3,trained,-9.679187240537101e-09
W,hbr,S12_D21 hbr,203,1,trained,4.588765317494645e-09
W,hbr,S12_D21 hbr,203,3,trained,1.560083651112058e-09
constant,hbr,S12_D21 hbr,203,1,trained,5.2494169472493955e-11
constant,hbr,S12_D21 hbr,203,3,trained,7.83716253763506e-10
A,hbo,S12_D22 hbo,203,1,trained,-3.762917084434972e-08
A,hbo,S12_D22 hbo,203,3,trained,-6.419022087813983e-08
AV,hbo,S12_D22 hbo,203,1,trained,-5.663567276578209e-08
AV,hbo,S12_D22 hbo,203,3,trained,-2.439426043567909e-07
V,hbo,S12_D22 hbo,203,1,trained,-2.860243022660762e-08
V,hbo,S12_D22 hbo,203,3,trained,-4.017458143698489e-08
W,hbo,S12_D22 hbo,203,1,trained,-5.927295762214851e-08
W,hbo,S12_D22 hbo,203,3,trained,1.9861169540821966e-08
constant,hbo,S12_D22 hbo,203,1,trained,9.945867152716764e-09
constant,hbo,S12_D22 hbo,203,3,trained,2.0171746427430688e-08
A,hbr,S12_D22 hbr,203,1,trained,-1.2833088245349381e-08
A,hbr,S12_D22 hbr,203,3,trained,-2.678347488100711e-08
AV,hbr,S12_D22 hbr,203,1,trained,3.2135270539609304e-08
AV,hbr,S12_D22 hbr,203,3,trained,3.1854675237946466e-08
V,hbr,S12_D22 hbr,203,1,trained,2.419842944658634e-08
V,hbr,S12_D22 hbr,203,3,trained,-5.350432749816092e-09
W,hbr,S12_D22 hbr,203,1,trained,5.143568950005494e-08
W,hbr,S12_D22 hbr,203,3,trained,-8.359412799476895e-08
constant,hbr,S12_D22 hbr,203,1,trained,-7.808894956864558e-09
constant,hbr,S12_D22 hbr,203,3,trained,8.288259590015334e-10
A,hbo,S12_D24 hbo,203,1,trained,-2.9199262083985544e-07
A,hbo,S12_D24 hbo,203,3,trained,2.461338991848063e-08
AV,hbo,S12_D24 hbo,203,1,trained,-1.5554503158680996e-07
AV,hbo,S12_D24 hbo,203,3,trained,-1.2611720851082622e-07
V,hbo,S12_D24 hbo,203,1,trained,-1.1105511224434344e-07
V,hbo,S12_D24 hbo,203,3,trained,-2.502993567380945e-08
W,hbo,S12_D24 hbo,203,1,trained,-3.2422640338704245e-07
W,hbo,S12_D24 hbo,203,3,trained,1.9037463402051738e-08
constant,hbo,S12_D24 hbo,203,1,trained,6.426553140600282e-08
constant,hbo,S12_D24 hbo,203,3,trained,8.817357134539057e-09
A,hbr,S12_D24 hbr,203,1,trained,4.4311123202059877e-08
A,hbr,S12_D24 hbr,203,3,trained,-3.287750485781433e-08
AV,hbr,S12_D24 hbr,203,1,trained,8.439083919164651e-08
AV,hbr,S12_D24 hbr,203,3,trained,-9.028868698416411e-09
V,hbr,S12_D24 hbr,203,1,trained,3.5771390250936953e-08
V,hbr,S12_D24 hbr,203,3,trained,-1.7739837405859016e-08
W,hbr,S12_D24 hbr,203,1,trained,1.9526682121095748e-07
W,hbr,S12_D24 hbr,203,3,trained,-3.987314077742232e-08
constant,hbr,S12_D24 hbr,203,1,trained,-3.817705149533243e-08
constant,hbr,S12_D24 hbr,203,3,trained,8.20123514968864e-09
A,hbo,S13_D21 hbo,203,1,trained,-1.0313564964879683e-07
A,hbo,S13_D21 hbo,203,3,trained,-7.633511139414935e-08
AV,hbo,S13_D21 hbo,203,1,trained,-7.395701997739086e-08
AV,hbo,S13_D21 hbo,203,3,trained,-7.905134888490811e-08
V,hbo,S13_D21 hbo,203,1,trained,1.4676505737244854e-07
V,hbo,S13_D21 hbo,203,3,trained,1.9036829678751253e-08
W,hbo,S13_D21 hbo,203,1,trained,8.485035900016009e-08
W,hbo,S13_D21 hbo,203,3,trained,5.768628873722709e-08
constant,hbo,S13_D21 hbo,203,1,trained,-2.7942250559754616e-09
constant,hbo,S13_D21 hbo,203,3,trained,4.985654339676032e-09
A,hbr,S13_D21 hbr,203,1,trained,-4.916862463981648e-08
A,hbr,S13_D21 hbr,203,3,trained,-1.9198714837423243e-08
AV,hbr,S13_D21 hbr,203,1,trained,-5.827259705687792e-08
AV,hbr,S13_D21 hbr,203,3,trained,-3.425436111655999e-08
V,hbr,S13_D21 hbr,203,1,trained,-6.772075085774129e-08
V,hbr,S13_D21 hbr,203,3,trained,-8.705078810998279e-09
W,hbr,S13_D21 hbr,203,1,trained,-3.066913011311071e-08
W,hbr,S13_D21 hbr,203,3,trained,-1.012235307941426e-08
constant,hbr,S13_D21 hbr,203,1,trained,1.3928897596827146e-08
constant,hbr,S13_D21 hbr,203,3,trained,7.50475980313094e-09
A,hbo,S13_D23 hbo,203,1,trained,-1.400410037574394e-07
A,hbo,S13_D23 hbo,203,3,trained,-1.3181876153291396e-08
AV,hbo,S13_D23 hbo,203,1,trained,-8.147067645909994e-08
AV,hbo,S13_D23 hbo,203,3,trained,3.943308657586753e-09
V,hbo,S13_D23 hbo,203,1,trained,1.0649452069642036e-07
V,hbo,S13_D23 hbo,203,3,trained,4.390035819049413e-08
W,hbo,S13_D23 hbo,203,1,trained,-1.1657284840256389e-08
W,hbo,S13_D23 hbo,203,3,trained,7.352779075908808e-08
constant,hbo,S13_D23 hbo,203,1,trained,9.025419784005074e-09
constant,hbo,S13_D23 hbo,203,3,trained,-7.301002118149723e-09
A,hbr,S13_D23 hbr,203,1,trained,-5.883146499832836e-08
A,hbr,S13_D23 hbr,203,3,trained,-2.286373136224533e-08
