Condition,Chroma,ch_name,subject,day,group,theta
A,hbr,S24_D7 hbr,215,1,control,-2.2463841168812226e-09
A,hbr,S24_D7 hbr,215,3,control,3.268922602595392e-08
AV,hbr,S24_D7 hbr,215,1,control,3.130928197522292e-08
AV,hbr,S24_D7 hbr,215,3,control,-1.5154282924700317e-09
V,hbr,S24_D7 hbr,215,1,control,2.3343302905645966e-08
V,hbr,S24_D7 hbr,215,3,control,-4.557084196553037e-09
W,hbr,S24_D7 hbr,215,1,control,4.011901960515822e-08
W,hbr,S24_D7 hbr,215,3,control,3.134092028793923e-08
constant,hbr,S24_D7 hbr,215,1,control,-4.649468764740173e-09
constant,hbr,S24_D7 hbr,215,3,control,-4.6931341748467495e-09
A,hbo,S24_D9 hbo,215,1,control,1.640309202267809e-07
A,hbo,S24_D9 hbo,215,3,control,-4.165138473534602e-08
AV,hbo,S24_D9 hbo,215,1,control,2.0317603249058375e-07
AV,hbo,S24_D9 hbo,215,3,control,1.605761248633783e-08
V,hbo,S24_D9 hbo,215,1,control,1.7546980045464465e-07
V,hbo,S24_D9 hbo,215,3,control,7.643889589658757e-08
W,hbo,S24_D9 hbo,215,1,control,1.494351039699371e-07
W,hbo,S24_D9 hbo,215,3,control,3.925440775830664e-08
constant,hbo,S24_D9 hbo,215,1,control,-3.4976856776261594e-08
constant,hbo,S24_D9 hbo,215,3,control,-1.053060497817387e-09
A,hbr,S24_D9 hbr,215,1,control,-1.096882282804825e-08
A,hbr,S24_D9 hbr,215,3,control,8.401754410987323e-09
AV,hbr,S24_D9 hbr,215,1,control,2.5308242989563633e-08
AV,hbr,S24_D9 hbr,215,3,control,2.1499709099739106e-08
V,hbr,S24_D9 hbr,215,1,control,3.149450533662936e-08
V,hbr,S24_D9 hbr,215,3,control,1.6342737899087723e-08
W,hbr,S24_D9 hbr,215,1,control,3.659672655406198e-08
W,hbr,S24_D9 hbr,215,3,control,2.716609888663516e-08
constant,hbr,S24_D9 hbr,215,1,control,-2.710365185895683e-09
constant,hbr,S24_D9 hbr,215,3,control,-4.14659104685314e-09
A,hbo,S25_D11 hbo,215,1,control,1.617262312577782e-07
A,hbo,S25_D11 hbo,215,3,control,-5.8063504706840945e-08
AV,hbo,S25_D11 hbo,215,1,control,1.4159173386127398e-07
AV,hbo,S25_D11 hbo,215,3,control,-4.651169297694509e-08
V,hbo,S25_D11 hbo,215,1,control,1.3915899571119013e-07
V,hbo,S25_D11 hbo,215,3,control,1.6299810144904318e-08
W,hbo,S25_D11 hbo,215,1,control,1.8433269303049423e-07
W,hbo,S25_D11 hbo,215,3,control,3.787325948968263e-08
constant,hbo,S25_D11 hbo,215,1,control,-3.12605528082892e-08
constant,hbo,S25_D11 hbo,215,3,control,6.0442215002339876e-09
A,hbr,S25_D11 hbr,215,1,control,9.349929759446231e-09
A,hbr,S25_D11 hbr,215,3,control,3.422407278625431e-08
AV,hbr,S25_D11 hbr,215,1,control,3.177110053776075e-10
AV,hbr,S25_D11 hbr,215,3,control,2.3230031764749477e-08
V,hbr,S25_D11 hbr,215,1,control,1.4130810667233386e-08
V,hbr,S25_D11 hbr,215,3,control,-1.1340111261222265e-09
W,hbr,S25_D11 hbr,215,1,control,5.145687845807175e-08
W,hbr,S25_D11 hbr,215,3,control,2.0449876407681386e-08
constant,hbr,S25_D11 hbr,215,1,control,-2.1783388316163487e-09
constant,hbr,S25_D11 hbr,215,3,control,-5.085668189634881e-09
A,hbo,S25_D12 hbo,215,1,control,1.9075724491029482e-07
A,hbo,S25_D12 hbo,215,3,control,1.0414319458083136e-08
AV,hbo,S25_D12 hbo,215,1,control,2.2020959077129677e-07
AV,hbo,S25_D12 hbo,215,3,control,1.6519844438343344e-08
V,hbo,S25_D12 hbo,215,1,control,2.4846312630458887e-07
V,hbo,S25_D12 hbo,215,3,control,1.2274752377743865e-07
W,hbo,S25_D12 hbo,215,1,control,2.809600067121022e-07
W,hbo,S25_D12 hbo,215,3,control,1.1988764852153533e-07
constant,hbo,S25_D12 hbo,215,1,control,-4.618318882608475e-08
constant,hbo,S25_D12 hbo,215,3,control,-1.0634844530251931e-08
A,hbr,S25_D12 hbr,215,1,control,1.2051572755570207e-08
A,hbr,S25_D12 hbr,215,3,control,-1.9928026120040904e-08
AV,hbr,S25_D12 hbr,215,1,control,3.109756107259588e-09
AV,hbr,S25_D12 hbr,215,3,control,-3.4138776991897307e-08
V,hbr,S25_D12 hbr,215,1,control,-1.120301464239957e-08
V,hbr,S25_D12 hbr,215,3,control,-3.88915639963915e-08
W,hbr,S25_D12 hbr,215,1,control,5.1272948550617243e-08
W,hbr,S25_D12 hbr,215,3,control,-1.964557591694838e-08
constant,hbr,S25_D12 hbr,215,1,control,-5.155362994513822e-09
constant,hbr,S25_D12 hbr,215,3,control,7.017720339618111e-09
A,hbo,S25_D13 hbo,215,1,control,4.8292298316517646e-08
A,hbo,S25_D13 hbo,215,3,control,1.1095417100935549e-07
AV,hbo,S25_D13 hbo,215,1,control,1.7956239680210583e-07
AV,hbo,S25_D13 hbo,215,3,control,2.768493392978117e-07
V,hbo,S25_D13 hbo,215,1,control,2.1394955128647834e-07
V,hbo,S25_D13 hbo,215,3,control,2.538731421777955e-07
W,hbo,S25_D13 hbo,215,1,control,2.1584242266795727e-07
W,hbo,S25_D13 hbo,215,3,control,1.806124148534668e-07
constant,hbo,S25_D13 hbo,215,1,control,-3.6320392560640205e-08
constant,hbo,S25_D13 hbo,215,3,control,-4.101161655103949e-08
A,hbr,S25_D13 hbr,215,1,control,-3.54044646584838e-08
A,hbr,S25_D13 hbr,215,3,control,-4.6654374951629915e-09
AV,hbr,S25_D13 hbr,215,1,control,6.198439904291208e-09
AV,hbr,S25_D13 hbr,215,3,control,-1.6373613833166244e-08
V,hbr,S25_D13 hbr,215,1,control,2.767795117706699e-10
V,hbr,S25_D13 hbr,215,3,control,-3.362015420908575e-08
W,hbr,S25_D13 hbr,215,1,control,4.780110295712841e-08
W,hbr,S25_D13 hbr,215,3,control,2.6988936317522904e-08
constant,hbr,S25_D13 hbr,215,1,control,-3.2719025720606305e-09
constant,hbr,S25_D13 hbr,215,3,control,3.0280948875731035e-10
A,hbo,S25_D14 hbo,215,1,control,2.9847094830719693e-07
A,hbo,S25_D14 hbo,215,3,control,9.251643695973903e-08
AV,hbo,S25_D14 hbo,215,1,control,2.7940848818847685e-07
AV,hbo,S25_D14 hbo,215,3,control,1.1342914818780712e-07
V,hbo,S25_D14 hbo,215,1,control,2.956652069316385e-07
V,hbo,S25_D14 hbo,215,3,control,1.3429879513658533e-07
W,hbo,S25_D14 hbo,215,1,control,1.5914141023748386e-07
W,hbo,S25_D14 hbo,215,3,control,1.3901289839847307e-07
constant,hbo,S25_D14 hbo,215,1,control,-5.236734207256304e-08
constant,hbo,S25_D14 hbo,215,3,control,-2.483554346889035e-08
A,hbr,S25_D14 hbr,215,1,control,1.3983774886690392e-08
A,hbr,S25_D14 hbr,215,3,control,-1.1827965193052547e-08
AV,hbr,S25_D14 hbr,215,1,control,1.2713224513979344e-08
AV,hbr,S25_D14 hbr,215,3,control,3.5274654632020905e-08
V,hbr,S25_D14 hbr,215,1,control,2.694239436284098e-08
V,hbr,S25_D14 hbr,215,3,control,9.156640844954916e-09
W,hbr,S25_D14 hbr,215,1,control,1.375941743920884e-08
W,hbr,S25_D14 hbr,215,3,control,1.7868655097873087e-08
constant,hbr,S25_D14 hbr,215,1,control,-4.5752050339302585e-09
constant,hbr,S25_D14 hbr,215,3,control,-3.6034872837760197e-09
A,hbo,S26_D12 hbo,215,1,control,1.415811575376843e-07
A,hbo,S26_D12 hbo,215,3,control,-2.1205823279571527e-08
AV,hbo,S26_D12 hbo,215,1,control,1.2761284496673253e-07
AV,hbo,S26_D12 hbo,215,3,control,2.425405102951586e-08
V,hbo,S26_D12 hbo,215,1,control,2.125460847703025e-09
V,hbo,S26_D12 hbo,215,3,control,9.931611471081776e-08
W,hbo,S26_D12 hbo,215,1,control,1.6820794722624087e-07
W,hbo,S26_D12 hbo,215,3,control,8.501694244639139e-08
constant,hbo,S26_D12 hbo,215,1,control,-2.4016968638057233e-08
constant,hbo,S26_D12 hbo,215,3,control,-8.605020294944341e-09
A,hbr,S26_D12 hbr,215,1,control,-1.8484742819936635e-08
A,hbr,S26_D12 hbr,215,3,control,-4.304078282301408e-08
AV,hbr,S26_D12 hbr,215,1,control,3.0725781216708416e-09
AV,hbr,S26_D12 hbr,215,3,control,-6.163227204953483e-08
V,hbr,S26_D12 hbr,215,1,control,-5.6237842917814415e-08
V,hbr,S26_D12 hbr,215,3,control,-2.633965079216292e-08
W,hbr,S26_D12 hbr,215,1,control,1.5713309165435533e-08
W,hbr,S26_D12 hbr,215,3,control,-7.756717668475401e-10
constant,hbr,S26_D12 hbr,215,1,control,3.347256113765967e-09
constant,hbr,S26_D12 hbr,215,3,control,6.380710832621811e-09
A,hbo,S26_D13 hbo,215,1,control,3.6869984733931364e-09
A,hbo,S26_D13 hbo,215,3,control,-1.8111731180983225e-07
AV,hbo,S26_D13 hbo,215,1,control,5.2445408273441276e-08
AV,hbo,S26_D13 hbo,215,3,control,-6.860893920953395e-08
V,hbo,S26_D13 hbo,215,1,control,-9.650783198099473e-08
V,hbo,S26_D13 hbo,215,3,control,-8.862011946457096e-10
W,hbo,S26_D13 hbo,215,1,control,-5.085553963249989e-08
W,hbo,S26_D13 hbo,215,3,control,-5.7459417179013434e-09
constant,hbo,S26_D13 hbo,215,1,control,9.717620649089055e-09
constant,hbo,S26_D13 hbo,215,3,control,2.3788678581239533e-08
A,hbr,S26_D13 hbr,215,1,control,-7.106435312055896e-08
A,hbr,S26_D13 hbr,215,3,control,-6.86917258646357e-08
AV,hbr,S26_D13 hbr,215,1,control,1.6184063730932614e-08
AV,hbr,S26_D13 hbr,215,3,control,-8.44521612956227e-08
V,hbr,S26_D13 hbr,215,1,control,-5.4965268176139385e-08
V,hbr,S26_D13 hbr,215,3,control,-8.329427303226744e-08
W,hbr,S26_D13 hbr,215,1,control,-1.2038776903508746e-08
W,hbr,S26_D13 hbr,215,3,control,1.698477435109949e-08
constant,hbr,S26_D13 hbr,215,1,control,1.064277296651425e-08
constant,hbr,S26_D13 hbr,215,3,control,1.4404782788039016e-08
A,hbo,S2_D1 hbo,215,1,control,-8.177515495123878e-08
A,hbo,S2_D1 hbo,215,3,control,-8.121121089513832e-09
AV,hbo,S2_D1 hbo,215,1,control,1.7559967477749257e-07
AV,hbo,S2_D1 hbo,215,3,control,-4.795624353035612e-08
V,hbo,S2_D1 hbo,215,1,control,5.5282839494937356e-08
V,hbo,S2_D1 hbo,215,3,control,-9.239419451426655e-08
W,hbo,S2_D1 hbo,215,1,control,5.720325761257e-09
W,hbo,S2_D1 hbo,215,3,control,7.244245151847169e-08
constant,hbo,S2_D1 hbo,215,1,control,2.4906986287398863e-11
constant,hbo,S2_D1 hbo,215,3,control,1.566028637174964e-08
A,hbr,S2_D1 hbr,215,1,control,2.2392581279591795e-08
A,hbr,S2_D1 hbr,215,3,control,1.5144195297854456e-08
AV,hbr,S2_D1 hbr,215,1,control,7.08743118847747e-08
AV,hbr,S2_D1 hbr,215,3,control,-1.5400597079875995e-08
V,hbr,S2_D1 hbr,215,1,control,5.176759094336911e-08
V,hbr,S2_D1 hbr,215,3,control,1.1033285023910607e-08
W,hbr,S2_D1 hbr,215,1,control,3.496428432643366e-08
W,hbr,S2_D1 hbr,215,3,control,2.9334120204020586e-08
constant,hbr,S2_D1 hbr,215,1,control,-1.0614622332705677e-08
constant,hbr,S2_D1 hbr,215,3,control,-1.0395367423539818e-09
A,hbo,S2_D2 hbo,215,1,control,-2.6538585473313528e-08
A,hbo,S2_D2 hbo,215,3,control,-9.338116082015013e-08
AV,hbo,S2_D2 hbo,215,1,control,2.0406088685593656e-07
AV,hbo,S2_D2 hbo,215,3,control,-9.760644172589194e-08
V,hbo,S2_D2 hbo,215,1,control,8.820426585564625e-08
V,hbo,S2_D2 hbo,215,3,control,-1.2794409014721619e-07
W,hbo,S2_D2 hbo,215,1,control,-4.1664886053830505e-08
W,hbo,S2_D2 hbo,215,3,control,7.097465452448998e-08
constant,hbo,S2_D2 hbo,215,1,control,-3.2660550980476985e-09
constant,hbo,S2_D2 hbo,215,3,control,1.635874026239826e-08
A,hbr,S2_D2 hbr,215,1,control,1.3392429388437095e-08
A,hbr,S2_D2 hbr,215,3,control,4.93912304070965e-08
AV,hbr,S2_D2 hbr,215,1,control,6.951556946607008e-08
AV,hbr,S2_D2 hbr,215,3,control,4.675658526716022e-09
V,hbr,S2_D2 hbr,215,1,control,3.2281722378870235e-08
V,hbr,S2_D2 hbr,215,3,control,-9.947985931219449e-09
W,hbr,S2_D2 hbr,215,1,control,7.577101871932658e-09
W,hbr,S2_D2 hbr,215,3,control,3.163919078493239e-08
constant,hbr,S2_D2 hbr,215,1,control,-6.744752421020266e-09
constant,hbr,S2_D2 hbr,215,3,control,-5.643571455782683e-09
A,hbo,S2_D3 hbo,215,1,control,8.118457392511388e-08
A,hbo,S2_D3 hbo,215,3,control,-1.4914257046065556e-07
AV,hbo,S2_D3 hbo,215,1,control,2.9505611223623667e-07
AV,hbo,S2_D3 hbo,215,3,control,-1.5266866984197097e-07
V,hbo,S2_D3 hbo,215,1,control,1.6836593658953934e-07
V,hbo,S2_D3 hbo,215,3,control,-2.0612727838842846e-08
W,hbo,S2_D3 hbo,215,1,control,9.008816495109808e-08
W,hbo,S2_D3 hbo,215,3,control,4.608564704409522e-08
constant,hbo,S2_D3 hbo,215,1,control,-2.4471740646846734e-08
constant,hbo,S2_D3 hbo,215,3,control,2.2892049816069244e-08
A,hbr,S2_D3 hbr,215,1,control,6.175027279460025e-08
A,hbr,S2_D3 hbr,215,3,control,-2.1034605774489558e-08
AV,hbr,S2_D3 hbr,215,1,control,1.1131435788977619e-07
AV,hbr,S2_D3 hbr,215,3,control,-7.641934923085669e-10
V,hbr,S2_D3 hbr,215,1,control,8.071255226724152e-08
V,hbr,S2_D3 hbr,215,3,control,3.3781389913727446e-08
W,hbr,S2_D3 hbr,215,1,control,3.7656238571295936e-08
W,hbr,S2_D3 hbr,215,3,control,5.0823254368250895e-08
constant,hbr,S2_D3 hbr,215,1,control,-1.6905789580684405e-08
constant,hbr,S2_D3 hbr,215,3,control,-4.419216601031432e-09
A,hbo,S3_D2 hbo,215,1,control,6.072979095389844e-08
A,hbo,S3_D2 hbo,215,3,control,-3.3791684415441094e-08
AV,hbo,S3_D2 hbo,215,1,control,8.619259194927625e-09
AV,hbo,S3_D2 hbo,215,3,control,-1.0390786739014113e-08
V,hbo,S3_D2 hbo,215,1,control,-1.3632748394490947e-08
V,hbo,S3_D2 hbo,215,3,control,-3.0512827882989686e-08
W,hbo,S3_D2 hbo,215,1,control,4.7259396032564467e-08
W,hbo,S3_D2 hbo,215,3,control,-1.897537428879365e-08
constant,hbo,S3_D2 hbo,215,1,control,1.4591045535070608e-09
constant,hbo,S3_D2 hbo,215,3,control,-2.9018521842106348e-09
A,hbr,S3_D2 hbr,215,1,control,-9.033272068052899e-08
A,hbr,S3_D2 hbr,215,3,control,1.8529861725098084e-08
AV,hbr,S3_D2 hbr,215,1,control,-1.7556180165371754e-08
AV,hbr,S3_D2 hbr,215,3,control,-8.660269844881082e-08
V,hbr,S3_D2 hbr,215,1,control,-1.8489601225928493e-08
V,hbr,S3_D2 hbr,215,3,control,-9.734433939719254e-08
W,hbr,S3_D2 hbr,215,1,control,-5.7843874771522135e-08
W,hbr,S3_D2 hbr,215,3,control,-1.0806939975379167e-07
constant,hbr,S3_D2 hbr,215,1,control,1.1477754911308666e-08
constant,hbr,S3_D2 hbr,215,3,control,1.4977882990636662e-08
A,hbo,S3_D3 hbo,215,1,control,-1.4824270940831365e-08
A,hbo,S3_D3 hbo,215,3,control,-4.9495167935157505e-08
AV,hbo,S3_D3 hbo,215,1,control,1.054794744757599e-07
AV,hbo,S3_D3 hbo,215,3,control,-6.294618157133596e-08
V,hbo,S3_D3 hbo,215,1,control,-1.86449975717761e-08
V,hbo,S3_D3 hbo,215,3,control,-1.4971204902062864e-07
W,hbo,S3_D3 hbo,215,1,control,1.9671401100995236e-08
W,hbo,S3_D3 hbo,215,3,control,6.235272624278576e-08
constant,hbo,S3_D3 hbo,215,1,control,1.1387781713748821e-09
constant,hbo,S3_D3 hbo,215,3,control,1.4436941793719719e-08
A,hbr,S3_D3 hbr,215,1,control,-2.8333438327705867e-08
A,hbr,S3_D3 hbr,215,3,control,-1.9615298416521222e-08
AV,hbr,S3_D3 hbr,215,1,control,6.116752083255277e-09
AV,hbr,S3_D3 hbr,215,3,control,-3.6079510291372226e-08
V,hbr,S3_D3 hbr,215,1,control,7.592737455278678e-09
V,hbr,S3_D3 hbr,215,3,control,-9.758962282639938e-08
W,hbr,S3_D3 hbr,215,1,control,-2.1499900550961774e-09
W,hbr,S3_D3 hbr,215,3,control,-1.003818437376388e-07
constant,hbr,S3_D3 hbr,215,1,control,1.0479237822401702e-10
constant,hbr,S3_D3 hbr,215,3,control,1.4784053105411466e-08
A,hbo,S3_D4 hbo,215,1,control,-1.3019342860388899e-09
A,hbo,S3_D4 hbo,215,3,control,-1.4191577456660595e-07
AV,hbo,S3_D4 hbo,215,1,control,2.059361195181477e-08
AV,hbo,S3_D4 hbo,215,3,control,-1.458414321116325e-07
V,hbo,S3_D4 hbo,215,1,control,-1.2045703183407616e-07
V,hbo,S3_D4 hbo,215,3,control,-7.010280712237202e-08
W,hbo,S3_D4 hbo,215,1,control,-6.85511195615874e-08
W,hbo,S3_D4 hbo,215,3,control,-1.11599438063772e-07
constant,hbo,S3_D4 hbo,215,1,control,1.8405102556518157e-08
constant,hbo,S3_D4 hbo,215,3,control,2.314337298169538e-08
A,hbr,S3_D4 hbr,215,1,control,-2.5433241904992127e-08
A,hbr,S3_D4 hbr,215,3,control,-4.9181219154494716e-08
AV,hbr,S3_D4 hbr,215,1,control,3.889803743888144e-08
AV,hbr,S3_D4 hbr,215,3,control,-7.234147912271656e-08
V,hbr,S3_D4 hbr,215,1,control,-1.1196309434063115e-08
V,hbr,S3_D4 hbr,215,3,control,-8.117015491218763e-08
W,hbr,S3_D4 hbr,215,1,control,-5.409248451532747e-08
W,hbr,S3_D4 hbr,215,3,control,-9.125869114785537e-08
constant,hbr,S3_D4 hbr,215,1,control,6.3802430038508165e-09
constant,hbr,S3_D4 hbr,215,3,control,1.9203201324717e-08
A,hbo,S3_D6 hbo,215,1,control,-2.115165022784294e-07
A,hbo,S3_D6 hbo,215,3,control,-8.18863370868415e-08
AV,hbo,S3_D6 hbo,215,1,control,-1.5100069146365105e-07
AV,hbo,S3_D6 hbo,215,3,control,-2.836605983082484e-08
V,hbo,S3_D6 hbo,215,1,control,-1.3952496489446822e-07
V,hbo,S3_D6 hbo,215,3,control,-1.4376338556976617e-07
W,hbo,S3_D6 hbo,215,1,control,-6.724739816918351e-08
W,hbo,S3_D6 hbo,215,3,control,-5.386942005043114e-08
constant,hbo,S3_D6 hbo,215,1,control,3.7219695751130584e-08
constant,hbo,S3_D6 hbo,215,3,control,1.6965772182142366e-08
A,hbr,S3_D6 hbr,215,1,control,-1.0228002376650946e-07
A,hbr,S3_D6 hbr,215,3,control,4.312875895825429e-08
AV,hbr,S3_D6 hbr,215,1,control,1.6991922207006543e-08
AV,hbr,S3_D6 hbr,215,3,control,-7.418715906850776e-08
V,hbr,S3_D6 hbr,215,1,control,-4.9370064471860285e-09
V,hbr,S3_D6 hbr,215,3,control,-5.681731606686803e-08
W,hbr,S3_D6 hbr,215,1,control,-1.0336447556690826e-08
W,hbr,S3_D6 hbr,215,3,control,-1.134806463474615e-07
constant,hbr,S3_D6 hbr,215,1,control,9.22622339511082e-09
constant,hbr,S3_D6 hbr,215,3,control,1.1700600883992426e-08
A,hbo,S4_D1 hbo,215,1,control,-1.5786780806668194e-07
A,hbo,S4_D1 hbo,215,3,control,3.5354142690074816e-08
AV,hbo,S4_D1 hbo,215,1,control,7.503379317908595e-08
AV,hbo,S4_D1 hbo,215,3,control,7.835358560769608e-08
V,hbo,S4_D1 hbo,215,1,control,-4.0029161023265595e-08
V,hbo,S4_D1 hbo,215,3,control,-5.13472462626089e-08
W,hbo,S4_D1 hbo,215,1,control,1.6316154390513186e-08
W,hbo,S4_D1 hbo,215,3,control,5.824802014579156e-08
constant,hbo,S4_D1 hbo,215,1,control,1.8680889135276517e-08
constant,hbo,S4_D1 hbo,215,3,control,5.496306435250302e-09
A,hbr,S4_D1 hbr,215,1,control,3.7272745802425566e-08
A,hbr,S4_D1 hbr,215,3,control,2.1069315705146312e-08
AV,hbr,S4_D1 hbr,215,1,control,9.037728673314187e-08
AV,hbr,S4_D1 hbr,215,3,control,2.0629671794515327e-08
V,hbr,S4_D1 hbr,215,1,control,7.14723212133925e-08
V,hbr,S4_D1 hbr,215,3,control,5.054797982437669e-08
W,hbr,S4_D1 hbr,215,1,control,4.427295458831573e-09
W,hbr,S4_D1 hbr,215,3,control,2.9754532512332554e-08
constant,hbr,S4_D1 hbr,215,1,control,-1.1335238679427334e-08
constant,hbr,S4_D1 hbr,215,3,control,-5.96729325540882e-09
A,hbo,S4_D3 hbo,215,1,control,-6.714807422059172e-08
A,hbo,S4_D3 hbo,215,3,control,-6.10659385469942e-08
AV,hbo,S4_D3 hbo,215,1,control,2.7884102918556544e-07
AV,hbo,S4_D3 hbo,215,3,control,-5.270569011701309e-08
V,hbo,S4_D3 hbo,215,1,control,9.671564102669182e-08
V,hbo,S4_D3 hbo,215,3,control,7.570419901061929e-08
W,hbo,S4_D3 hbo,215,1,control,4.558231169476723e-08
W,hbo,S4_D3 hbo,215,3,control,7.551770574154474e-08
constant,hbo,S4_D3 hbo,215,1,control,-1.2287575056494364e-08
constant,hbo,S4_D3 hbo,215,3,control,5.210954619336381e-09
A,hbr,S4_D3 hbr,215,1,control,-2.919749803048424e-08
A,hbr,S4_D3 hbr,215,3,control,-4.2208224939284757e-08
AV,hbr,S4_D3 hbr,215,1,control,8.435443326248419e-08
AV,hbr,S4_D3 hbr,215,3,control,-2.6066363820517487e-09
V,hbr,S4_D3 hbr,215,1,control,5.994128846687768e-08
V,hbr,S4_D3 hbr,215,3,control,6.636846889275328e-08
W,hbr,S4_D3 hbr,215,1,control,7.103204366128673e-08
W,hbr,S4_D3 hbr,215,3,control,3.9051766228418246e-08
constant,hbr,S4_D3 hbr,215,1,control,-9.636010458969512e-09
constant,hbr,S4_D3 hbr,215,3,control,-5.250115170747424e-09
A,hbo,S4_D5 hbo,215,1,control,-6.175013073150516e-08
A,hbo,S4_D5 hbo,215,3,control,3.356380395439892e-08
AV,hbo,S4_D5 hbo,215,1,control,1.84120910546621e-07
AV,hbo,S4_D5 hbo,215,3,control,-4.144505109043573e-09
V,hbo,S4_D5 hbo,215,1,control,4.749148175730679e-08
V,hbo,S4_D5 hbo,215,3,control,6.538290009127322e-08
W,hbo,S4_D5 hbo,215,1,control,-5.491070038797831e-08
W,hbo,S4_D5 hbo,215,3,control,9.397565621643839e-08
constant,hbo,S4_D5 hbo,215,1,control,2.5953871220776693e-10
constant,hbo,S4_D5 hbo,215,3,control,-6.8829833112294954e-09
A,hbr,S4_D5 hbr,215,1,control,5.159165716689747e-09
A,hbr,S4_D5 hbr,215,3,control,2.7519901643086693e-08
AV,hbr,S4_D5 hbr,215,1,control,7.079759287127426e-08
AV,hbr,S4_D5 hbr,215,3,control,2.0992839062275834e-08
V,hbr,S4_D5 hbr,215,1,control,2.83872175539605e-08
V,hbr,S4_D5 hbr,215,3,control,3.2964529785622996e-08
W,hbr,S4_D5 hbr,215,1,control,2.7563520882763593e-08
W,hbr,S4_D5 hbr,215,3,control,3.363349541119402e-08
constant,hbr,S4_D5 hbr,215,1,control,-6.444583397155333e-09
constant,hbr,S4_D5 hbr,215,3,control,-8.428305773337291e-09
A,hbo,S5_D15 hbo,215,1,control,1.0923954440074214e-07
A,hbo,S5_D15 hbo,215,3,control,-3.6213369158637555e-08
AV,hbo,S5_D15 hbo,215,1,control,1.8919879870560993e-07
AV,hbo,S5_D15 hbo,215,3,control,-7.959415379975133e-08
V,hbo,S5_D15 hbo,215,1,control,6.929627303324117e-08
V,hbo,S5_D15 hbo,215,3,control,-3.089860619533843e-08
W,hbo,S5_D15 hbo,215,1,control,1.3682203193993826e-07
W,hbo,S5_D15 hbo,215,3,control,5.808533010983679e-08
constant,hbo,S5_D15 hbo,215,1,control,-2.1006479705530455e-08
constant,hbo,S5_D15 hbo,215,3,control,6.750199520696024e-09
A,hbr,S5_D15 hbr,215,1,control,7.3710396066297795e-09
A,hbr,S5_D15 hbr,215,3,control,1.6881052187983763e-08
AV,hbr,S5_D15 hbr,215,1,control,5.3455033886699624e-08
AV,hbr,S5_D15 hbr,215,3,control,2.8203332934031008e-09
V,hbr,S5_D15 hbr,215,1,control,1.8738478253929296e-08
V,hbr,S5_D15 hbr,215,3,control,2.4864741379329992e-08
W,hbr,S5_D15 hbr,215,1,control,7.852722602134631e-08
W,hbr,S5_D15 hbr,215,3,control,1.994674949539231e-08
constant,hbr,S5_D15 hbr,215,1,control,-7.2729112932364335e-09
constant,hbr,S5_D15 hbr,215,3,control,-4.069409738888439e-09
A,hbo,S5_D16 hbo,215,1,control,5.7137674706492275e-09
A,hbo,S5_D16 hbo,215,3,control,-1.273663539661612e-07
AV,hbo,S5_D16 hbo,215,1,control,3.491637854482582e-08
AV,hbo,S5_D16 hbo,215,3,control,-6.510800304767573e-08
V,hbo,S5_D16 hbo,215,1,control,-1.2213824343730524e-08
V,hbo,S5_D16 hbo,215,3,control,-1.7628248485641543e-08
W,hbo,S5_D16 hbo,215,1,control,2.148838605192348e-08
W,hbo,S5_D16 hbo,215,3,control,2.970126757503097e-08
constant,hbo,S5_D16 hbo,215,1,control,3.4825442584939165e-09
constant,hbo,S5_D16 hbo,215,3,control,9.194259756413805e-09
A,hbr,S5_D16 hbr,215,1,control,-4.258248576468173e-08
A,hbr,S5_D16 hbr,215,3,control,-3.021292724682284e-08
AV,hbr,S5_D16 hbr,215,1,control,-1.6644797462645276e-08
AV,hbr,S5_D16 hbr,215,3,control,1.0573494597088111e-08
V,hbr,S5_D16 hbr,215,1,control,-2.6536920662736328e-08
V,hbr,S5_D16 hbr,215,3,control,6.537601989208347e-08
W,hbr,S5_D16 hbr,215,1,control,3.770130311368702e-08
W,hbr,S5_D16 hbr,215,3,control,5.555126183120733e-08
constant,hbr,S5_D16 hbr,215,1,control,3.3597813776372877e-09
constant,hbr,S5_D16 hbr,215,3,control,-7.246283455868452e-09
A,hbo,S5_D17 hbo,215,1,control,8.45413545754033e-08
A,hbo,S5_D17 hbo,215,3,control,-4.379045858268874e-08
AV,hbo,S5_D17 hbo,215,1,control,1.3124812022949214e-07
AV,hbo,S5_D17 hbo,215,3,control,-6.215614086103977e-08
V,hbo,S5_D17 hbo,215,1,control,9.421489382305574e-08
V,hbo,S5_D17 hbo,215,3,control,5.0378195873601706e-08
W,hbo,S5_D17 hbo,215,1,control,4.512978310511238e-08
W,hbo,S5_D17 hbo,215,3,control,1.3464749268128378e-07
constant,hbo,S5_D17 hbo,215,1,control,-1.386066309895452e-08
constant,hbo,S5_D17 hbo,215,3,control,-4.558586181532801e-09
A,hbr,S5_D17 hbr,215,1,control,-4.554305430484461e-09
A,hbr,S5_D17 hbr,215,3,control,-4.538311522005373e-08
AV,hbr,S5_D17 hbr,215,1,control,4.7507101205576794e-08
AV,hbr,S5_D17 hbr,215,3,control,2.239009621361449e-08
V,hbr,S5_D17 hbr,215,1,control,4.6450464322477015e-08
V,hbr,S5_D17 hbr,215,3,control,9.281512635963526e-08
W,hbr,S5_D17 hbr,215,1,control,4.1259817974155696e-08
