index,Coef.,Std.Err.,z,P>|z|,[0.025,0.975],ch_name,Condition,Significant,P_fdr,SIG
ch_name[S4_D3 hbo]:Condition[W],-2.4716116970141383e-08,4.642524437887307e-08,-0.5323852852218706,0.5944591745006298,-1.1570792392620322e-07,6.627568998592045e-08,S4_D3 hbo,W,False,0.996946650613581,False
ch_name[S4_D5 hbo]:Condition[W],-2.841415148436678e-08,4.6425244378873085e-08,-0.6120409674633251,0.540510652994654,-1.1940595844042864e-07,6.257765547169508e-08,S4_D5 hbo,W,False,0.996946650613581,False
ch_name[S5_D15 hbo]:Condition[W],-1.6624599510922614e-08,4.642524437887308e-08,-0.3580939580037631,0.720273000475416,-1.0761640646698446e-07,7.436720744513923e-08,S5_D15 hbo,W,False,0.996946650613581,False
ch_name[S5_D16 hbo]:Condition[W],-9.614560141945013e-09,4.642524437887309e-08,-0.20709767434892268,0.8359335783285888,-1.0060636709800689e-07,8.137724681411686e-08,S5_D16 hbo,W,False,0.996946650613581,False
ch_name[S5_D17 hbo]:Condition[W],1.8897618285263876e-09,4.6425244378873085e-08,0.04070547939617026,0.9675306932913765,-8.910204512753548e-08,9.288156878458824e-08,S5_D17 hbo,W,False,0.996946650613581,False
ch_name[S5_D29 hbo]:Condition[W],-8.044166748376271e-08,2.756325164712548e-07,-0.2918438960453776,0.7704059812798787,-6.206714727355654e-07,4.5978813776804e-07,S5_D29 hbo,W,False,0.996946650613581,False
ch_name[S6_D16 hbo]:Condition[W],1.0449898742367647e-08,4.6425244378873085e-08,0.22509087204984368,0.8219085818396602,-8.054190821369421e-08,1.014417056984295e-07,S6_D16 hbo,W,False,0.996946650613581,False
ch_name[S6_D18 hbo]:Condition[W],8.087157151545702e-08,4.6425244378873085e-08,1.741974061686567,0.08151298309624429,-1.012023544060484e-08,1.7186337847151887e-07,S6_D18 hbo,W,False,0.5554958848040351,False
ch_name[S7_D15 hbo]:Condition[W],-2.5474015146318802e-08,4.642524437887308e-08,-0.5487104157907537,0.5832041970445292,-1.1646582210238066e-07,6.551779180974304e-08,S7_D15 hbo,W,False,0.996946650613581,False
ch_name[S7_D17 hbo]:Condition[W],-2.093730826695601e-08,4.6425244378873105e-08,-0.45098972653946917,0.651996953383618,-1.1192911522301791e-07,7.005449868910588e-08,S7_D17 hbo,W,False,0.996946650613581,False
ch_name[S7_D19 hbo]:Condition[W],2.9403857320608185e-08,4.642524437887309e-08,0.633359236208762,0.5264990784942604,-6.158794963545368e-08,1.2039566427667006e-07,S7_D19 hbo,W,False,0.996946650613581,False
ch_name[S8_D16 hbo]:Condition[W],2.305766054637898e-08,4.642524437887309e-08,0.4966621254205377,0.6194273352342943,-6.79341464096829e-08,1.1404946750244085e-07,S8_D16 hbo,W,False,0.996946650613581,False
ch_name[S8_D17 hbo]:Condition[W],-2.0230767899569934e-08,4.642524437887309e-08,-0.4357708434331134,0.6630030000844711,-1.1122257485563181e-07,7.076103905649194e-08,S8_D17 hbo,W,False,0.996946650613581,False
ch_name[S8_D18 hbo]:Condition[W],3.347804425880051e-08,4.642524437887309e-08,0.7211172435752539,0.47083738261608354,-5.751376269726136e-08,1.244698512148624e-07,S8_D18 hbo,W,False,0.9860680485636177,False
ch_name[S8_D20 hbo]:Condition[W],4.771062326761723e-08,4.642524437887309e-08,1.0276870677998862,0.3040970529860568,-4.328118368844464e-08,1.387024302236791e-07,S8_D20 hbo,W,False,0.8881564722132452,False
ch_name[S9_D17 hbo]:Condition[W],3.2547866027868726e-08,4.642524437887309e-08,0.7010811997508926,0.48325234227907554,-5.844394092819315e-08,1.235396729839306e-07,S9_D17 hbo,W,False,0.987982566437221,False
ch_name[S9_D19 hbo]:Condition[W],-4.1702582285193464e-08,4.642524437887309e-08,-0.8982738344867219,0.36903957852658476,-1.3269438924125533e-07,4.928922467086841e-08,S9_D19 hbo,W,False,0.9061159012640561,False
ch_name[S9_D20 hbo]:Condition[W],-7.570207472027152e-08,4.6425244378873085e-08,-1.6306230744306336,0.10296987726711924,-1.6669388167633338e-07,1.5289732235790342e-08,S9_D20 hbo,W,False,0.6111760457145142,False
ch_name[S9_D21 hbo]:Condition[W],7.055239483602957e-08,4.6425244378873085e-08,1.519698943537196,0.1285866572536845,-2.0439412120032285e-08,1.6154420179209142e-07,S9_D21 hbo,W,False,0.6615363937316272,False
